Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -421 "," -255 "," -517 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -421 "," -255 "," -517 "
3.04.02.01," Despesas Tributárias "," -53 "," -39 "," -48 "
3.04.02.02," Despesas Administrativas "," -368 "," -216 "," -469 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -421 "," -255 "," -517 "
3.06," Resultado Financeiro "," 752 "," 321 "," 650 "
3.06.01," Receitas Financeiras "," 752 "," 321 "," 650 "
3.06.02," Despesas Financeiras "," "," "," "
3.06.02.01," Juros Sobre Capital Próprio "," "," "," "
3.06.02.02," Reversão de Juros Sobre Capital Próprio "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 331 "," 66 "," 133 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -33 "," -15 "," -68 "
3.08.01," Corrente "," -33 "," -15 "," -68 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 298 "," 51 "," 65 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 298 "," 51 "," 65 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00089 "," 0.00015 "," 0.00019 "
3.99.02," Lucro Diluído por Ação "," "," "," "
