Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1092768 "," 4086 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -867175 "," -4178 "," -274 "
3.03," Resultado Bruto "," 225593 "," -92 "," -274 "
3.04," Despesas/Receitas Operacionais "," -72984 "," 182 "," -41 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -77054 "," -268 "," -38 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 4070 "," 450 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -3 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 152609 "," 90 "," -315 "
3.06," Resultado Financeiro "," -105745 "," -658 "," -4 "
3.06.01," Receitas Financeiras "," 10970 "," 5 "," 0 "
3.06.02," Despesas Financeiras "," -116715 "," -663 "," -4 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 46864 "," -568 "," -319 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -16047 "," 3 "," 109 "
3.08.01," Corrente "," -23282 "," 0 "," 0 "
3.08.02," Diferido "," 7235 "," 3 "," 109 "
3.09," Resultado Líquido das Operações Continuadas "," 30817 "," -565 "," -210 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 30817 "," -565 "," -210 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 12892 "," -565 "," -210 "
3.11.02," Atribuído a Sócios Não Controladores "," 17925 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.06000 "," -0.28250 "," -0.10500 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.06000 "," -0.28250 "," -0.10500 "
