Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4183037 "," 2922119 "," 2819552 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2990009 "," -2156388 "," -2050898 "
3.03," Resultado Bruto "," 1193028 "," 765731 "," 768654 "
3.04," Despesas/Receitas Operacionais "," -184734 "," -220212 "," -228227 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -183305 "," -221069 "," -205631 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 30587 "," 27531 "," 9112 "
3.04.05," Outras Despesas Operacionais "," -32016 "," -26674 "," -31708 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1008294 "," 545519 "," 540427 "
3.06," Resultado Financeiro "," -117222 "," -33463 "," -50147 "
3.06.01," Receitas Financeiras "," 205189 "," 85643 "," 74403 "
3.06.02," Despesas Financeiras "," -322411 "," -119106 "," -124550 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 891072 "," 512056 "," 490280 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -289629 "," -169690 "," -157117 "
3.08.01," Corrente "," -206917 "," -142796 "," -129212 "
3.08.02," Diferido "," -82712 "," -26894 "," -27905 "
3.09," Resultado Líquido das Operações Continuadas "," 601443 "," 342366 "," 333163 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 601443 "," 342366 "," 333163 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 929.59000 "," 529.16000 "," 514.94000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
