Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1820615 "," 1800968 "," 1474249 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -959948 "," -956552 "," -830734 "
3.03," Resultado Bruto "," 860667 "," 844416 "," 643515 "
3.04," Despesas/Receitas Operacionais "," -547326 "," -666673 "," -361842 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -561181 "," -675169 "," -370302 "
3.04.02.01," Gerais e administrativas "," -368837 "," -417267 "," -265837 "
3.04.02.02," Depreciação e amortização "," -93898 "," -108821 "," -58474 "
3.04.02.03," Despesas com provisão para crédito de liquidação duvidosa "," -98446 "," -149081 "," -45991 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 13855 "," 8496 "," 8460 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 313341 "," 177743 "," 281673 "
3.06," Resultado Financeiro "," -233804 "," -220889 "," -185016 "
3.06.01," Receitas Financeiras "," 57900 "," 10313 "," 7042 "
3.06.02," Despesas Financeiras "," -291704 "," -231202 "," -192058 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 79537 "," -43146 "," 96657 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 3418 "," 8353 "," 24214 "
3.08.01," Corrente "," -8841 "," -3156 "," -3093 "
3.08.02," Diferido "," 12259 "," 11509 "," 27307 "
3.09," Resultado Líquido das Operações Continuadas "," 82955 "," -34793 "," 120871 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 82955 "," -34793 "," 120871 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 82955 "," -34793 "," 120871 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.23000 "," -4.56000 "," 15.84000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.23000 "," -4.56000 "," 15.84000 "
