Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 499484 "," 434081 "," 452322 "
3.01.01," Serviços Prestados "," 383448 "," 352921 "," 370084 "
3.01.02," Receita dos Serviços de Construção "," 133193 "," 94182 "," 94322 "
3.01.03," Receitas Acessórias "," 17570 "," 16915 "," 18864 "
3.01.04," Deduções dos Serviços Prestados "," -34.727 "," -29.937 "," -30.948 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -448.091 "," -449.817 "," -427.615 "
3.02.01," Custos dos Serviços Prestados "," -314.898 "," -355.635 "," -333.293 "
3.02.02," Custos dos Serviços de Construção "," -133.193 "," -94.182 "," -94.322 "
3.03," Resultado Bruto "," 51393 "," -15.736 "," 24707 "
3.04," Despesas/Receitas Operacionais "," -22.977 "," -24.528 "," -26.572 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -26.829 "," -26.248 "," -28.330 "
3.04.02.01," Remuneração da Administração "," 0 "," 0 "," -3.201 "
3.04.02.02," Despesas Gerais e Administrativas "," -26.829 "," -26.248 "," -25.129 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 3852 "," 1720 "," 1758 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 28416 "," -40.264 "," -1.865 "
3.06," Resultado Financeiro "," -52.984 "," -51.816 "," -65.512 "
3.06.01," Receitas Financeiras "," 2184 "," 3417 "," 3710 "
3.06.02," Despesas Financeiras "," -55.168 "," -55.233 "," -69.222 "
3.06.02.01," Despesas Financeiras "," -55.134 "," -55.152 "," -69.199 "
3.06.02.02," Variação Cambial "," -34 "," -81 "," -23 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -24.568 "," -92.080 "," -67.377 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 7943 "," 31081 "," 22562 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 7943 "," 31081 "," 22562 "
3.09," Resultado Líquido das Operações Continuadas "," -16.625 "," -60.999 "," -44.815 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -16.625 "," -60.999 "," -44.815 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0,00730 "," -0,02670 "," -0,02010 "
3.99.02," Lucro Diluído por Ação "," "," "," "
