Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 147134 "," 104060 "," 91129 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 147134 "," 104060 "," 91129 "
3.04," Despesas/Receitas Operacionais "," -139692 "," -107396 "," -91391 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -139692 "," -107396 "," -91391 "
3.04.02.01," Repasse "," -12722 "," -9831 "," -5781 "
3.04.02.02," Remunerações, encargos sociais e benefícios "," -82277 "," -60633 "," -59502 "
3.04.02.03," Despesas comerciais/marketing "," -5356 "," -3763 "," -4864 "
3.04.02.04," Infra-estrutura "," -5106 "," -4656 "," -4909 "
3.04.02.05," Institucionais e legais "," -4245 "," -5366 "," -3769 "
3.04.02.06," Serviço de terceiros "," -15731 "," -9738 "," -6767 "
3.04.02.07," Perda esperada com contas a receber "," -781 "," 42 "," 592 "
3.04.02.08," Outros resultados "," 5 "," -97 "," 2069 "
3.04.02.09," Depreciação e amortização "," -15675 "," -13520 "," -8056 "
3.04.02.10," Resultado de equivalência patrimonial "," "," "," "
3.04.02.11," Outras receitas (despesas) operacionais líquidas "," 2196 "," 166 "," -404 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 7442 "," -3336 "," -262 "
3.06," Resultado Financeiro "," -4433 "," 612 "," 2838 "
3.06.01," Receitas Financeiras "," 2959 "," 2197 "," 3745 "
3.06.01.01," Receitas financeiras "," 3901 "," 2012 "," 3123 "
3.06.01.02," Outros resultados financeiros liquidos "," -942 "," 185 "," 622 "
3.06.02," Despesas Financeiras "," -7392 "," -1585 "," -907 "
3.06.02.01," Despesas financeiras "," -7392 "," -1585 "," -907 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 3009 "," -2724 "," 2576 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 1375 "," 1843 "," -75 "
3.08.01," Corrente "," -2479 "," -1373 "," -1470 "
3.08.02," Diferido "," 3854 "," 3216 "," 1395 "
3.09," Resultado Líquido das Operações Continuadas "," 4384 "," -881 "," 2501 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 4384 "," -881 "," 2501 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 4441 "," -694 "," 2501 "
3.11.02," Atribuído a Sócios Não Controladores "," -57 "," -187 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.32000 "," -0.06000 "," 0.33000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.31000 "," -0.06000 "," 0.32000 "
