Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 319644 "," 259813 "," 235584 "
3.01.01," Receita Bruta "," 343808 "," 278357 "," 249901 "
3.01.02," Deduções da Receita Bruta "," -24164 "," -18544 "," -14317 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -239583 "," -186356 "," -168746 "
3.03," Resultado Bruto "," 80061 "," 73457 "," 66838 "
3.04," Despesas/Receitas Operacionais "," -24548 "," -35584 "," -33554 "
3.04.01," Despesas com Vendas "," -20408 "," -11696 "," -10155 "
3.04.02," Despesas Gerais e Administrativas "," -12499 "," -10347 "," -8908 "
3.04.02.01," Honorários dos Administradores "," "," "," "
3.04.02.02," Gastos Administrativos "," -12499 "," -10347 "," -8908 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 17405 "," 4636 "," 9193 "
3.04.04.01," Resultado dos Não Controladores "," "," "," "
3.04.04.02," Outras Receitas Operacionais "," 17405 "," 4636 "," 9193 "
3.04.04.03," Resultado Adesões Parcelamentos Especiais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -9046 "," -18177 "," -23684 "
3.04.05.01," Outras Despesas Operacionais "," -9046 "," -18177 "," -23684 "
3.04.05.02," Resultado Adesão Parcelamentos Especiais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 55513 "," 37873 "," 33284 "
3.06," Resultado Financeiro "," -12834 "," -14350 "," -65560 "
3.06.01," Receitas Financeiras "," 17946 "," 12794 "," 723 "
3.06.02," Despesas Financeiras "," -30780 "," -27144 "," -66283 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 42679 "," 23523 "," -32276 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -8869 "," -6950 "," -754 "
3.08.01," Corrente "," -7622 "," -3761 "," -754 "
3.08.02," Diferido "," -1247 "," -3189 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 33810 "," 16573 "," -33030 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 33810 "," 16573 "," -33030 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 33774 "," 16553 "," -32998 "
3.11.02," Atribuído a Sócios Não Controladores "," 36 "," 20 "," -32 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.76190 "," 2.33419 "," -4.65205 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.76190 "," 2.33419 "," -4.65205 "
