Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 24996 "," 54992 "," 59157 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 24996 "," 54992 "," 59157 "
3.04," Despesas/Receitas Operacionais "," -48126 "," -99360 "," -88958 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -42350 "," -94044 "," -85949 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -5776 "," -5316 "," -3009 "
3.04.05.01," Multas Regulatórias "," "," "," "
3.04.05.02," Outras Despesas operacionais "," -5776 "," -5316 "," -3009 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -23130 "," -44368 "," -29801 "
3.06," Resultado Financeiro "," -248813 "," -221314 "," -276553 "
3.06.01," Receitas Financeiras "," 312 "," 2904 "," 1732 "
3.06.02," Despesas Financeiras "," -249125 "," -224218 "," -278285 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -271943 "," -265682 "," -306354 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -271943 "," -265682 "," -306354 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -271943 "," -265682 "," -306354 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.64873 "," 0.60969 "," -1.27650 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.64873 "," 0.60969 "," -1.27650 "
