Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -2246 "," -2557 "," -3394 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -2207 "," -2497 "," -3344 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -39 "," -60 "," -50 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -2246 "," -2557 "," -3394 "
3.06," Resultado Financeiro "," -3338 "," -2080 "," 505 "
3.06.01," Receitas Financeiras "," 1037 "," 942 "," 4250 "
3.06.02," Despesas Financeiras "," -4375 "," -3022 "," -3745 "
3.06.02.01," Despesas Financeiras "," -4375 "," -3022 "," -3745 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -5584 "," -4637 "," -2889 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -5584 "," -4637 "," -2889 "
3.10," Resultado Líquido de Operações Descontinuadas "," -13871 "," -77115 "," -19505 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," -13871 "," -77115 "," -19505 "
3.10.01.03," Resultado Líquido Proveniente de Operações Descontinuadas "," -13871 "," -77115 "," -19505 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -19455 "," -81752 "," -22394 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -19455 "," -81752 "," -22394 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.03537 "," -0.14864 "," -0.04072 "
3.99.01.02," PN "," -0.03537 "," -0.14864 "," -0.04072 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.03537 "," -0.14864 "," -0.04072 "
3.99.02.02," PN "," -0.03537 "," -0.14864 "," -0.04072 "
