Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 93553 "," 54586 "," 32676 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -68310 "," -42136 "," -32656 "
3.03," Resultado Bruto "," 25243 "," 12450 "," 20 "
3.04," Despesas/Receitas Operacionais "," -74288 "," -6493 "," -20689 "
3.04.01," Despesas com Vendas "," -9217 "," -6805 "," -6162 "
3.04.02," Despesas Gerais e Administrativas "," -25788 "," -28962 "," -25921 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 60276 "," 131793 "," 104127 "
3.04.04.01," Deságio na Aquisição de Investimentos "," "," "," "
3.04.04.02," Outas Receitas Operacionais "," 60276 "," 131793 "," 104127 "
3.04.05," Outras Despesas Operacionais "," -99560 "," -100664 "," -94927 "
3.04.06," Resultado de Equivalência Patrimonial "," 0 "," -1855 "," 2194 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -49045 "," 5957 "," -20669 "
3.06," Resultado Financeiro "," 7075 "," 18196 "," -9615 "
3.06.01," Receitas Financeiras "," 102612 "," 171801 "," 66937 "
3.06.01.01," Receitas Financeiras "," 44486 "," 59441 "," 19691 "
3.06.01.02," Variação Cambial Ativa "," 58126 "," 112360 "," 47246 "
3.06.02," Despesas Financeiras "," -95537 "," -153605 "," -76551 "
3.06.02.01," Despesas Financeiras "," -23310 "," -9989 "," -19061 "
3.06.02.02," Variação Cambial Passiva "," -72227 "," -143616 "," -57490 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -41970 "," 24153 "," -30283 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 630 "," -3575 "," -131 "
3.08.01," Corrente "," -4 "," -160 "," -23 "
3.08.02," Diferido "," 634 "," -3415 "," -108 "
3.09," Resultado Líquido das Operações Continuadas "," -41341 "," 20578 "," -30414 "
3.10," Resultado Líquido de Operações Descontinuadas "," 0 "," 0 "," 4236 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 0 "," 0 "," 4236 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -41340 "," 20578 "," -26178 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -41340 "," 20578 "," -26178 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -1.42487 "," 0.89544 "," -10.64114 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -1.42487 "," 0.89544 "," -10.64114 "
