Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2212210 "," 1976967 "," 1865798 "
3.01.01," Receita Operacional Líquida "," 2212210 "," 1976967 "," 1865798 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1506407 "," -1397111 "," -1319288 "
3.03," Resultado Bruto "," 705803 "," 579856 "," 546510 "
3.04," Despesas/Receitas Operacionais "," -543339 "," -537841 "," -507497 "
3.04.01," Despesas com Vendas "," -407617 "," -369687 "," -298526 "
3.04.02," Despesas Gerais e Administrativas "," -149340 "," -160549 "," -203635 "
3.04.02.01," Gerais e Administrativas "," -160195 "," -147025 "," -139108 "
3.04.02.02," Honorários da Administração "," -21406 "," -18531 "," -18296 "
3.04.02.03," Outras, Líquidas "," -3341 "," -5323 "," 10424 "
3.04.02.04," Variação do Valor Justo de Propriedades para Investimentos "," 35602 "," 10330 "," 35256 "
3.04.02.05," Recuperação de Impostos "," "," "," "
3.04.02.06," Resultado na Alienação de Investimentos "," 0 "," 0 "," -91911 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.05.01," Honorarios da Administração "," "," "," "
3.04.05.02," Outras, Líquidas "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 13618 "," -7605 "," -5336 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 162464 "," 42015 "," 39013 "
3.06," Resultado Financeiro "," -313160 "," -256252 "," -270542 "
3.06.01," Receitas Financeiras "," 73456 "," 51275 "," 32682 "
3.06.01.01," Receitas Financeiras "," 73456 "," 51275 "," 32682 "
3.06.01.02," Variações Cambiais, Líquidas "," "," "," "
3.06.02," Despesas Financeiras "," -386616 "," -307527 "," -303224 "
3.06.02.01," Despesas Financeiras - Juros e Encargos "," -244140 "," -173593 "," -181938 "
3.06.02.02," Despesas Bancárias, Impostos, Descontos e Outros "," -128882 "," -98291 "," -69459 "
3.06.02.03," Variações Cambiais, Líquidas "," -613 "," -22522 "," -25107 "
3.06.02.04," Despesas Financeiras - Juros sobre Arrendamentos "," -12981 "," -13121 "," -26720 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -150696 "," -214237 "," -231529 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 9273 "," -80044 "," 4042 "
3.08.01," Corrente "," -12322 "," -1737 "," 6473 "
3.08.02," Diferido "," 21595 "," -78307 "," -2431 "
3.09," Resultado Líquido das Operações Continuadas "," -141423 "," -294281 "," -227487 "
3.10," Resultado Líquido de Operações Descontinuadas "," 0 "," -66988 "," 185082 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 0 "," -66988 "," 185082 "
3.10.01.01," Equivalência Patrimonial Proveniente da Operações Descontinuadas de Coligada "," "," "," "
3.10.01.02," Equivalência Patrimonial Proveniente da Operações Descontinuadas de Controlada "," "," "," "
3.10.01.03," Resultado Proveniente das Operações Descontinuadas de Controlada "," 0 "," -66988 "," 185082 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.10.02.01," Equivalência Patrimonial Proveniente da Operações Descontinuadas de Coligada "," "," "," "
3.10.02.02," Equivalência Patrimonial Proveniente da Operações Descontinuadas de Controlada "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -141423 "," -361269 "," -42405 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -81861 "," -209599 "," -56085 "
3.11.02," Atribuído a Sócios Não Controladores "," -59562 "," -151670 "," 13680 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -2.67900 "," -5.68440 "," -5.06440 "
3.99.01.02," PN "," 0.00000 "," -1.15710 "," 3.23370 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -2.67900 "," -5.68440 "," -5.06440 "
3.99.02.02," PN "," 0.00000 "," -1.15710 "," 3.23370 "
