Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3365487 "," 2192173 "," 1915308 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2596881 "," -1743427 "," -1435200 "
3.03," Resultado Bruto "," 768606 "," 448746 "," 480108 "
3.04," Despesas/Receitas Operacionais "," -465457 "," -171070 "," -381253 "
3.04.01," Despesas com Vendas "," -363763 "," -272919 "," -273006 "
3.04.02," Despesas Gerais e Administrativas "," -163437 "," -136782 "," -112095 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 57585 "," 237507 "," 5896 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 4158 "," 1124 "," -2048 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 303149 "," 277676 "," 98855 "
3.06," Resultado Financeiro "," -94912 "," -5287 "," -70575 "
3.06.01," Receitas Financeiras "," 63856 "," 95289 "," 37406 "
3.06.01.01," Receitas Financeiras "," 43706 "," 59756 "," 32306 "
3.06.01.02," Variação Cambial, Líquida "," 20150 "," 35533 "," 5100 "
3.06.02," Despesas Financeiras "," -158768 "," -100576 "," -107981 "
3.06.02.01," Despesas Financeiras "," -158768 "," -100576 "," -107981 "
3.06.02.02," Variação Cambial, Líquida "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 208237 "," 272389 "," 28280 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5341 "," -76547 "," -7432 "
3.08.01," Corrente "," -4712 "," -15139 "," -7266 "
3.08.02," Diferido "," -629 "," -61408 "," -166 "
3.09," Resultado Líquido das Operações Continuadas "," 202896 "," 195842 "," 20848 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 202896 "," 195842 "," 20848 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 200258 "," 190971 "," 16459 "
3.11.02," Atribuído a Sócios Não Controladores "," 2638 "," 4871 "," 4389 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.42870 "," 1.40240 "," 0.19040 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.42340 "," 1.40050 "," 0.19030 "
