Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3087172 "," 2134376 "," 1697956 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2177896 "," -1433542 "," -1104810 "
3.03," Resultado Bruto "," 909276 "," 700834 "," 593146 "
3.04," Despesas/Receitas Operacionais "," -546668 "," -314460 "," -409217 "
3.04.01," Despesas com Vendas "," -356114 "," -260663 "," -236439 "
3.04.02," Despesas Gerais e Administrativas "," -182955 "," -142334 "," -107778 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 88537 "," 0 "
3.04.05," Outras Despesas Operacionais "," -7599 "," 0 "," -65000 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 362608 "," 386374 "," 183929 "
3.06," Resultado Financeiro "," 7918 "," -69648 "," 6539 "
3.06.01," Receitas Financeiras "," 243289 "," 100905 "," 56234 "
3.06.01.01," Receitas financeiras "," 72860 "," 100905 "," 56234 "
3.06.01.02," Variação cambial líquida "," 170429 "," 0 "," 0 "
3.06.02," Despesas Financeiras "," -235371 "," -170553 "," -49695 "
3.06.02.01," Despesas financeiras "," -50164 "," -47751 "," -34995 "
3.06.02.02," Variação cambial líquida "," -185207 "," -122802 "," -14700 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 370526 "," 316726 "," 190468 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -7017 "," 11230 "," -1075 "
3.08.01," Corrente "," -6412 "," -5284 "," -2961 "
3.08.02," Diferido "," -605 "," 16514 "," 1886 "
3.09," Resultado Líquido das Operações Continuadas "," 363509 "," 327956 "," 189393 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 363509 "," 327956 "," 189393 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 364443 "," 327956 "," 189393 "
3.11.02," Atribuído a Sócios Não Controladores "," -934 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.11243 "," 11.64572 "," 6.72535 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.11243 "," 11.64572 "," 6.72535 "
3.99.02.02," PN "," "," "," "
