Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5153205 "," 4085486 "," 5285176 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2755897 "," -2188859 "," -2717065 "
3.03," Resultado Bruto "," 2397308 "," 1896627 "," 2568111 "
3.04," Despesas/Receitas Operacionais "," -2304510 "," -2060865 "," -1535027 "
3.04.01," Despesas com Vendas "," -2025632 "," -1648437 "," -1755337 "
3.04.02," Despesas Gerais e Administrativas "," -487881 "," -491704 "," -498019 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 234525 "," 156580 "," 662698 "
3.04.05," Outras Despesas Operacionais "," -25522 "," -77304 "," 55631 "
3.04.05.01," Outras Despesas Operacionais "," -25030 "," -77304 "," 55631 "
3.04.05.02," Perdas em créditos, líquidas "," -492 "," 0 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 92798 "," -164238 "," 1033084 "
3.06," Resultado Financeiro "," -91807 "," -91435 "," 388942 "
3.06.01," Receitas Financeiras "," 176189 "," 134345 "," 670833 "
3.06.01.01," Receitas Financeiras "," 176189 "," 134345 "," 641271 "
3.06.01.02," Resultado com Derivativos "," "," "," "
3.06.01.03," Resultado com Variação Cambial "," 0 "," 0 "," 29562 "
3.06.02," Despesas Financeiras "," -267996 "," -225780 "," -281891 "
3.06.02.01," Despesas Financeiras "," -267305 "," -214080 "," -255837 "
3.06.02.02," Resultado com Derivativos "," 0 "," 0 "," -26054 "
3.06.02.03," Resultado com Variação Cambial "," -691 "," -11700 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 991 "," -255673 "," 1422026 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 328018 "," 89341 "," -450033 "
3.08.01," Corrente "," 18607 "," -26672 "," -30705 "
3.08.02," Diferido "," 309411 "," 116013 "," -419328 "
3.09," Resultado Líquido das Operações Continuadas "," 329009 "," -166332 "," 971993 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 329009 "," -166332 "," 971993 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 329008 "," -166332 "," 971993 "
3.11.02," Atribuído a Sócios Não Controladores "," 1 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.06810 "," -0.53960 "," 3.62530 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.06170 "," -0.53960 "," 3.62390 "
