Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1410454 "," 1315888 "," 1109344 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -850801 "," -663956 "," -551625 "
3.03," Resultado Bruto "," 559653 "," 651932 "," 557719 "
3.04," Despesas/Receitas Operacionais "," -180988 "," -184890 "," -103793 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -179374 "," -132634 "," -103793 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -21462 "," 73657 "," 0 "
3.04.04.01," Reversão (provisão) para redução ao valor recuperavel "," -21462 "," 73657 "," 0 "
3.04.05," Outras Despesas Operacionais "," 19848 "," -125913 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 378665 "," 467042 "," 453926 "
3.06," Resultado Financeiro "," -222588 "," -302941 "," -194943 "
3.06.01," Receitas Financeiras "," 45880 "," 103552 "," 45988 "
3.06.01.01," Receitas financeiras "," 45880 "," 103552 "," 45988 "
3.06.01.02," Variação cambial ativa "," "," "," "
3.06.01.03," Resultado com instrumentos financeiros derivativos "," "," "," "
3.06.02," Despesas Financeiras "," -268468 "," -406493 "," -240931 "
3.06.02.01," Despesas financeiras "," -231214 "," -261897 "," -219906 "
3.06.02.02," Variação cambial, líquida "," -32867 "," -142728 "," -13297 "
3.06.02.03," Resultado com instrumentos financeiros derivativos "," -4387 "," -1868 "," -7728 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 156077 "," 164101 "," 258983 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 16724 "," -5190 "," 130332 "
3.08.01," Corrente "," -2771 "," -33732 "," -3943 "
3.08.02," Diferido "," 19495 "," 28542 "," 134275 "
3.09," Resultado Líquido das Operações Continuadas "," 172801 "," 158911 "," 389315 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 172801 "," 158911 "," 389315 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 172801 "," 158911 "," 285932 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.28220 "," 1.21440 "," 2.18500 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.27710 "," 1.20540 "," 2.16900 "
