Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 457514 "," 345598 "," 208513 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -286275 "," -171566 "," -103697 "
3.03," Resultado Bruto "," 171239 "," 174032 "," 104816 "
3.04," Despesas/Receitas Operacionais "," -248438 "," -113047 "," -81625 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -233583 "," -112161 "," -80056 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -14855 "," -886 "," -1569 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -77199 "," 60985 "," 23191 "
3.06," Resultado Financeiro "," 14569 "," -7176 "," -2650 "
3.06.01," Receitas Financeiras "," 29618 "," 10553 "," 1733 "
3.06.02," Despesas Financeiras "," -15049 "," -17729 "," -4383 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -62630 "," 53809 "," 20541 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -11887 "," -23387 "," -10539 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -74517 "," 30422 "," 10002 "
3.10," Resultado Líquido de Operações Descontinuadas "," 0 "," -11705 "," 0 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 0 "," -11705 "," 0 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -74517 "," 18717 "," 10002 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -74517 "," 18717 "," 5546 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.44130 "," 0.12120 "," 0.50960 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.44130 "," 0.12120 "," 0.50280 "
