Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 4575859 "," 1452364 "
2.01," Passivo Circulante "," 676987 "," 450632 "
2.01.01," Obrigações Sociais e Trabalhistas "," 71732 "," 323921 "
2.01.01.01," Obrigações Sociais "," 0 "," 323921 "
2.01.01.01.01," Outros tributos a recolher "," 0 "," 8668 "
2.01.01.01.02," Serviços a prestar "," 0 "," 43588 "
2.01.01.01.03," Recebimentos a repassar "," 0 "," 271665 "
2.01.01.02," Obrigações Trabalhistas "," 71732 "," 0 "
2.01.01.02.01," Pessoal, encargos e benefícios sociais "," 71732 "," 0 "
2.01.02," Fornecedores "," 42083 "," 20540 "
2.01.02.01," Fornecedores Nacionais "," 42083 "," 20540 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 13320 "," 0 "
2.01.03.01," Obrigações Fiscais Federais "," 13320 "," 0 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 1011 "," 0 "
2.01.03.01.02," Outros Tributos a Recolher "," 9431 "," 0 "
2.01.03.01.03," Impostos Parcelados "," 2878 "," 0 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 37994 "," 62687 "
2.01.04.01," Empréstimos e Financiamentos "," 28720 "," 56876 "
2.01.04.01.01," Em Moeda Nacional "," 28720 "," 56876 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 9274 "," 5811 "
2.01.04.03.01," Passivo de arrendamento "," 9274 "," 5811 "
2.01.05," Outras Obrigações "," 511858 "," 4072 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 511858 "," 4072 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 5 "," 19 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Instrumentos financeiros derivativos "," "," "
2.01.05.02.05," Outros passivos "," 2650 "," 4053 "
2.01.05.02.06," Serviços a prestar "," 58240 "," 0 "
2.01.05.02.07," Recebimentos a repassar "," 414818 "," 0 "
2.01.05.02.08," Obrigação com aquisição de investimento "," 36145 "," 0 "
2.01.06," Provisões "," 0 "," 39412 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 0 "," 35970 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," 0 "," 35970 "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 0 "," 3442 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Obrigação com aquisição de investimento "," 0 "," 3442 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 963806 "," 327759 "
2.02.01," Empréstimos e Financiamentos "," 67896 "," 91416 "
2.02.01.01," Empréstimos e Financiamentos "," 321 "," 27682 "
2.02.01.01.01," Em Moeda Nacional "," 321 "," 27682 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 67575 "," 63734 "
2.02.01.03.01," Passivo de arrendamento "," 67575 "," 63734 "
2.02.02," Outras Obrigações "," 891738 "," 211610 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 891738 "," 211610 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Obrigação com aquisição de investimentos "," 868109 "," 211610 "
2.02.02.02.04," Outros Passivos "," 5238 "," 0 "
2.02.02.02.05," Impostos Parcelados "," 17264 "," 0 "
2.02.02.02.06," Serviços a Prestar "," 1127 "," 0 "
2.02.03," Tributos Diferidos "," 1446 "," 0 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1446 "," 0 "
2.02.04," Provisões "," 2726 "," 24733 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 2726 "," 1116 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.01.05," Provisão para demandas judiciais "," 2726 "," 1116 "
2.02.04.01.06," Provisão para perda com investimento "," "," "
2.02.04.02," Outras Provisões "," 0 "," 23617 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Outros passivos "," 0 "," 23617 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 2935066 "," 673973 "
2.03.01," Capital Social Realizado "," 3002976 "," 643651 "
2.03.02," Reservas de Capital "," -72335 "," 10148 "
2.03.02.01," Ágio na Emissão de Ações "," 11895 "," 11996 "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -45769 "," -7 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Ágio em transação de Capital "," -22344 "," -22344 "
2.03.02.08," Gastos com Emissão de Ações "," -76201 "," -27357 "
2.03.02.09," Reserva do Plano de Opção de Compra de ação "," 60084 "," 47860 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 4425 "," 20174 "
2.03.04.01," Reserva Legal "," 2377 "," 2377 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 2048 "," 17797 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
