Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 2941040 "," 2796583 "
2.01," Passivo Circulante "," 843995 "," 1016836 "
2.01.01," Obrigações Sociais e Trabalhistas "," 101532 "," 64390 "
2.01.01.01," Obrigações Sociais "," 19364 "," 16460 "
2.01.01.02," Obrigações Trabalhistas "," 82168 "," 47930 "
2.01.02," Fornecedores "," 280400 "," 290003 "
2.01.02.01," Fornecedores Nacionais "," 280400 "," 290003 "
2.01.02.01.01," Terceiros "," 206442 "," 209402 "
2.01.02.01.02," Partes relacionadas "," 73958 "," 80601 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.02.02.01," Terceiros "," "," "
2.01.02.02.02," Partes relacionadas "," "," "
2.01.03," Obrigações Fiscais "," 45926 "," 64836 "
2.01.03.01," Obrigações Fiscais Federais "," 25713 "," 50997 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 10921 "," 23932 "
2.01.03.01.02," Outros "," 14792 "," 27065 "
2.01.03.02," Obrigações Fiscais Estaduais "," 18670 "," 13725 "
2.01.03.03," Obrigações Fiscais Municipais "," 1543 "," 114 "
2.01.04," Empréstimos e Financiamentos "," 172124 "," 411737 "
2.01.04.01," Empréstimos e Financiamentos "," 162756 "," 402439 "
2.01.04.01.01," Em Moeda Nacional "," 37139 "," 293795 "
2.01.04.01.02," Em Moeda Estrangeira "," 125617 "," 108644 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 9368 "," 9298 "
2.01.04.03.01," Passivos de arrendamento "," 9368 "," 9298 "
2.01.05," Outras Obrigações "," 182983 "," 138084 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 182983 "," 138084 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 126024 "," 60754 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Adiantamentos de clientes "," "," "
2.01.05.02.05," Perdas não realizadas com instrumentos financeiros derivativos "," 8652 "," 24403 "
2.01.05.02.06," Outros passivos "," 48307 "," 52927 "
2.01.06," Provisões "," 61030 "," 47786 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 61030 "," 47786 "
2.01.06.02.01," Provisões para Garantias "," 10835 "," 10452 "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Provisões diversas "," 50195 "," 37334 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 386242 "," 437760 "
