Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 8170000 "," 5880000 "," 5008000 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -5296000 "," -4028000 "," -3718000 "
3.03," Resultado Bruto "," 2874000 "," 1852000 "," 1290000 "
3.04," Despesas/Receitas Operacionais "," 10223000 "," 5872000 "," 9704000 "
3.04.01," Despesas com Vendas "," -1006000 "," -781000 "," -716000 "
3.04.02," Despesas Gerais e Administrativas "," -507000 "," -415000 "," -387000 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1339000 "," 88000 "," 535000 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 10397000 "," 6980000 "," 10272000 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 13097000 "," 7724000 "," 10994000 "
3.06," Resultado Financeiro "," 143000 "," -189000 "," -264000 "
3.06.01," Receitas Financeiras "," 1228000 "," 616000 "," 496000 "
3.06.02," Despesas Financeiras "," -1085000 "," -805000 "," -760000 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 13240000 "," 7535000 "," 10730000 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 51000 "," -191000 "," -161000 "
3.08.01," Corrente "," -278000 "," -111000 "," -165000 "
3.08.02," Diferido "," 329000 "," -80000 "," 4000 "
3.09," Resultado Líquido das Operações Continuadas "," 13291000 "," 7344000 "," 10569000 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 13291000 "," 7344000 "," 10569000 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 12200000 "," 7056000 "," 10312000 "
3.11.02," Atribuído a Sócios Não Controladores "," 1091000 "," 288000 "," 257000 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.38201 "," 0.79897 "," 1.23000 "
3.99.01.02," PN "," 1.38201 "," 0.79897 "," 1.23000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.38201 "," 0.79897 "," 1.23000 "
3.99.02.02," PN "," 1.38201 "," 0.79897 "," 1.23000 "
