Conta," Descrição ","01/12/2021 a 31/12/2021 ","01/12/2020 a 31/12/2020 ","01/12/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 3456125 "," 2827109 "," 0 "
3.02," Despesas de Intermediação Financeira "," -994973 "," -434481 "," 0 "
3.03," Resultado Bruto de Intermediação Financeira "," 2461152 "," 2392628 "," 0 "
3.04," Outras Despesas e Receitas Operacionais "," -2778493 "," -1851437 "," 0 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," -779715 "," -348909 "," 0 "
3.04.02," Receitas de Prestação de Serviços "," "," "," "
3.04.03," Despesas com Pessoal "," -1164757 "," -1021147 "," 0 "
3.04.04," Outras Despesas de Administrativas "," -503379 "," -414877 "," 0 "
3.04.05," Despesas Tributárias "," -199077 "," -176704 "," 0 "
3.04.06," Outras Receitas Operacionais "," "," "," "
3.04.07," Outras Despesas Operacionais "," -131565 "," 110200 "," 0 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," -317341 "," 541191 "," 0 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -90105 "," -192156 "," 0 "
3.06.01," Corrente "," -321011 "," -244328 "," 0 "
3.06.02," Diferido "," 230906 "," 52172 "," 0 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," -407446 "," 349035 "," 0 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," -407446 "," 349035 "," 0 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," -407446 "," 349035 "," 0 "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," 551797 "," 386267 "," 0 "
3.11.02," Atribuído aos Sócios não Controladores "," 60395 "," 37112 "," 0 "
3.99," Lucro por Ação (R$/Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
