Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 674340 "," 522819 "," 500569 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -469841 "," -380262 "," -390381 "
3.03," Resultado Bruto "," 204499 "," 142557 "," 110188 "
3.04," Despesas/Receitas Operacionais "," -121007 "," -77445 "," -106153 "
3.04.01," Despesas com Vendas "," -94712 "," -79041 "," -80073 "
3.04.02," Despesas Gerais e Administrativas "," -33740 "," -28324 "," -27623 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 24070 "," 64674 "," 10344 "
3.04.05," Outras Despesas Operacionais "," -17743 "," -35392 "," -12575 "
3.04.06," Resultado de Equivalência Patrimonial "," 1118 "," 638 "," 3774 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 83492 "," 65112 "," 4035 "
3.06," Resultado Financeiro "," 4798 "," 38188 "," 2087 "
3.06.01," Receitas Financeiras "," 18032 "," 49591 "," 12362 "
3.06.02," Despesas Financeiras "," -13234 "," -11403 "," -10275 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 88290 "," 103300 "," 6122 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -10941 "," -19284 "," 25745 "
3.08.01," Corrente "," -8111 "," -14677 "," 0 "
3.08.02," Diferido "," -2830 "," -4607 "," 25745 "
3.09," Resultado Líquido das Operações Continuadas "," 77349 "," 84016 "," 31867 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 77349 "," 84016 "," 31867 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.99000 "," 1.08000 "," 0.51000 "
3.99.01.02," PN "," 1.09000 "," 1.19000 "," 0.53000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
