Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 573996 "," 411253 "," 311852 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -378270 "," -271501 "," -212623 "
3.03," Resultado Bruto "," 195726 "," 139752 "," 99229 "
3.04," Despesas/Receitas Operacionais "," -155246 "," -101685 "," -57039 "
3.04.01," Despesas com Vendas "," -69286 "," -38937 "," -25646 "
3.04.02," Despesas Gerais e Administrativas "," -80126 "," -58632 "," -26977 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -6068 "," -4150 "," -4921 "
3.04.06," Resultado de Equivalência Patrimonial "," 234 "," 34 "," 505 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 40480 "," 38067 "," 42190 "
3.06," Resultado Financeiro "," -1567 "," 18814 "," -4460 "
3.06.01," Receitas Financeiras "," 24016 "," 22714 "," 2378 "
3.06.02," Despesas Financeiras "," -25583 "," -3900 "," -6838 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 38913 "," 56881 "," 37730 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -11529 "," -7798 "," -5734 "
3.08.01," Corrente "," -9561 "," -6847 "," -4302 "
3.08.02," Diferido "," -1968 "," -951 "," -1432 "
3.09," Resultado Líquido das Operações Continuadas "," 27384 "," 49083 "," 31996 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 27384 "," 49083 "," 31996 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 24321 "," 48310 "," 31950 "
3.11.02," Atribuído a Sócios Não Controladores "," 3063 "," 773 "," 46 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.22993 "," 0.49424 "," 0.95714 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.22993 "," 0.48129 "," 0.95714 "
