Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 95992 "," 91638 "," 82944 "
3.01.01," Receita operacional liquida "," 95992 "," 91638 "," 82944 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -6583 "," -7891 "," -8092 "
3.02.01," Custo "," -6583 "," -7891 "," -8092 "
3.03," Resultado Bruto "," 89409 "," 83747 "," 74852 "
3.04," Despesas/Receitas Operacionais "," -1974 "," -1562 "," -1510 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1974 "," -1562 "," -1510 "
3.04.02.01," Despesas operacionais gerais e administrativas "," -1974 "," -1562 "," -1510 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 87435 "," 82185 "," 73342 "
3.06," Resultado Financeiro "," -33161 "," -29686 "," -33105 "
3.06.01," Receitas Financeiras "," 1266 "," 828 "," 2251 "
3.06.01.01," Receitas financeiras "," 1266 "," 828 "," 2251 "
3.06.02," Despesas Financeiras "," -34427 "," -30514 "," -35356 "
3.06.02.01," Despesas financeiras "," -34427 "," -30514 "," -35356 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 54274 "," 52499 "," 40237 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -12583 "," -21643 "," -5044 "
3.08.01," Corrente "," -368 "," -261 "," 0 "
3.08.02," Diferido "," -12215 "," -21382 "," -5044 "
3.09," Resultado Líquido das Operações Continuadas "," 41691 "," 30856 "," 35193 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 41691 "," 30856 "," 35193 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.18000 "," 0.14000 "," 0.16000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.18000 "," 0.14000 "," 0.16000 "
