Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3258863 "," 2596077 "," 2282124 "
3.01.01," Softwares "," 2980427 "," 2467959 "," 2282124 "
3.01.02," Produtos de crédito "," 278436 "," 128118 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1032851 "," -846126 "," -809494 "
3.02.01," Custo de Softwares "," -923786 "," -804192 "," -809494 "
3.02.02," Custo de Produtos de crédito "," -109065 "," -41934 "," 0 "
3.03," Resultado Bruto "," 2226012 "," 1749951 "," 1472630 "
3.04," Despesas/Receitas Operacionais "," -1713500 "," -1356413 "," -1147426 "
3.04.01," Despesas com Vendas "," -659667 "," -538667 "," -469901 "
3.04.02," Despesas Gerais e Administrativas "," -480132 "," -383889 "," -269504 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -573175 "," -433563 "," -407773 "
3.04.05.01," Pesquisa e Desenvolvimento "," -585472 "," -462176 "," -432035 "
3.04.05.02," Depreciação e Amortização "," "," "," "
3.04.05.03," Provisão para perda esperada "," "," "," "
3.04.05.04," Outras Receitas e Despesas Op. Liq. "," 12297 "," 28613 "," 24262 "
3.04.06," Resultado de Equivalência Patrimonial "," -526 "," -294 "," -248 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 512512 "," 393538 "," 325204 "
3.06," Resultado Financeiro "," -48803 "," -11434 "," -1177 "
3.06.01," Receitas Financeiras "," 97213 "," 47344 "," 69312 "
3.06.02," Despesas Financeiras "," -146016 "," -58778 "," -70489 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 463709 "," 382104 "," 324027 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -89672 "," -86068 "," -70111 "
3.08.01," Corrente "," -131311 "," -80919 "," -54628 "
3.08.02," Diferido "," 41639 "," -5149 "," -15483 "
3.09," Resultado Líquido das Operações Continuadas "," 374037 "," 296036 "," 253916 "
3.10," Resultado Líquido de Operações Descontinuadas "," 0 "," -1077 "," -43268 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 0 "," -1077 "," -43268 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 374037 "," 294959 "," 210648 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 368491 "," 294959 "," 209796 "
3.11.02," Atribuído a Sócios Não Controladores "," 5546 "," 0 "," 852 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.63561 "," 0.51915 "," 0.38682 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.62704 "," 0.51304 "," 0.38345 "
