Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 12244247 "," 9889480 "," 10590811 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -7601600 "," -6463437 "," -6100646 "
3.02.01," Custo de Construção "," -1068825 "," -944821 "," -1089618 "
3.02.02," Serviços "," -1004215 "," -1167606 "," -984700 "
3.02.03," Custo da Outorga "," -385949 "," -357793 "," -386799 "
3.02.04," Depreciação e Amortização "," -3087711 "," -2356726 "," -1889483 "
3.02.05," Custo com Pessoal "," -1350381 "," -1092174 "," -1050616 "
3.02.06," Provisão de Manutenção "," -5427 "," 55051 "," -116396 "
3.02.07," Materiais, Equipamentos e Veículos "," -242667 "," -179842 "," -211077 "
3.02.08," Outros "," -456425 "," -419526 "," -371957 "
3.03," Resultado Bruto "," 4642647 "," 3426043 "," 4490165 "
3.04," Despesas/Receitas Operacionais "," -999646 "," -1391190 "," -1073557 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1084507 "," -1354905 "," -1167594 "
3.04.02.01," Despesas com Pessoal "," -361294 "," -359475 "," -364956 "
3.04.02.02," Serviços "," -330662 "," -264414 "," -283734 "
3.04.02.03," Materiais, Equipamentos e Veículos "," -20944 "," -19239 "," -16681 "
3.04.02.04," Depreciação e Amortização "," -65074 "," -64288 "," -52473 "
3.04.02.05," Campanhas Publicitárias e Eventos, Feiras e Informativos "," -33559 "," -34350 "," -40286 "
3.04.02.06," Provisão para Riscos Cíveis, Trabalhistas e Previdenciários "," -35511 "," -182615 "," -3108 "
3.04.02.07," Lei Rouanet, Incentivos Audiovisuais, Esportivos e Outros "," -43912 "," -12201 "," -16906 "
3.04.02.08," Provisão para Perda Esperada - Contas a Receber "," -2509 "," -616 "," -4132 "
3.04.02.09," Água, Luz, Telefone, Internet e Gás "," -13274 "," -13082 "," -14234 "
3.04.02.10," Contribuições a Sindicatos e Associação de Classe "," -9925 "," -10119 "," -13210 "
3.04.02.11," Aluguéis de Imóveis e Condomínios "," -7856 "," -6881 "," -6902 "
3.04.02.12," Gastos com Viagens e Estadia "," -4148 "," -4201 "," -13990 "
3.04.02.13," Outros (Inclui Outras Receitas e Despesas Operacionais) "," 39045 "," -25117 "," -19995 "
3.04.02.14," Impostos, Taxas e Despesas com Cartórios "," -1276 "," -30171 "," -134741 "
3.04.02.15," Indenizações Contratuais "," -481 "," -7643 "," -59589 "
3.04.02.16," Ressarcimento ao Usuário "," -318 "," -19969 "," -14006 "
3.04.02.17," Termo de Autocomposição, Programa de Incentivo à Colaboração e Acordo de Leniência "," -26118 "," -1808 "," -43216 "
3.04.02.18," Provisão para perdas MSVia (adesão à Lei nº 13.448/17) "," -104114 "," -305947 "," 0 "
3.04.02.19," Despesas Indedutíveis e Baixa de Créditos Tributários "," -40447 "," 13476 "," -58453 "
3.04.02.20," Despesas Legais e Judiciais "," -22130 "," -6245 "," -6982 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Outras "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.05.01," Outras "," "," "," "
3.04.05.02," Termo de Autocomposição, Programa de Incentivo à Colaboração e Acordo de Leniência "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 84861 "," -36285 "," 94037 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 3643001 "," 2034853 "," 3416608 "
3.06," Resultado Financeiro "," -1762760 "," -1353497 "," -1239861 "
3.06.01," Receitas Financeiras "," 1643073 "," 459726 "," 546027 "
3.06.02," Despesas Financeiras "," -3405833 "," -1813223 "," -1785888 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1880241 "," 681356 "," 2176747 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -1074645 "," -595243 "," -881165 "
3.08.01," Corrente "," -696223 "," -740792 "," -908694 "
3.08.02," Diferido "," -378422 "," 145549 "," 27529 "
3.09," Resultado Líquido das Operações Continuadas "," 805596 "," 86113 "," 1295582 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 805596 "," 86113 "," 1295582 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 695631 "," 191032 "," 1438255 "
3.11.02," Atribuído a Sócios Não Controladores "," 109965 "," -104919 "," -11803 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.34437 "," 0.09457 "," 0.71201 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.34437 "," 0.09457 "," 0.71201 "
