Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 12986000 "," 11423000 "
2.01," Passivo Circulante "," 3642000 "," 2768000 "
2.01.01," Obrigações Sociais e Trabalhistas "," 135000 "," 126000 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 135000 "," 126000 "
2.01.01.02.01," Salários, Benefícios a Empregados e Encargos a Pagar "," 135000 "," 126000 "
2.01.02," Fornecedores "," 1015000 "," 830000 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," "," "
2.01.03.01," Obrigações Fiscais Federais "," "," "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.01.02," Programa de Integração Social - PIS "," "," "
2.01.03.01.03," Contribuição para o Financiamento da Seguridade Social - COFINS "," "," "
2.01.03.01.04," Instituto Nacional de Seguridade Social - INSS "," "," "
2.01.03.01.05," Fundo de Garantia por Tempo de Serviço - FGTS "," "," "
2.01.03.01.06," Impostos e Contribuições Retidos na Fonte "," "," "
2.01.03.01.07," Outros "," "," "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.02.01," Imposto sobre Circulação de Mercadorias - ICMS "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.03.03.01," Imposto sobre Serviços - ISS "," "," "
2.01.03.03.02," Impostos e Contribuições Retidos na Fonte "," "," "
2.01.04," Empréstimos e Financiamentos "," 1229000 "," 1244000 "
2.01.04.01," Empréstimos e Financiamentos "," "," "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 1212000 "," 511000 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.02," Débitos com Controladas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 1212000 "," 511000 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 60000 "," 67000 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Passivo de Arrendamento "," 4000 "," 3000 "
2.01.05.02.05," Instrumentos Financeiros Derivativos "," 24000 "," 0 "
2.01.05.02.06," Passivo Financeiro Setorial (Parcela A e Outros) "," 0 "," 54000 "
2.01.05.02.07," Outros Tributos e Encargos Setoriais a Recolher "," 260000 "," 196000 "
2.01.05.02.08," Ressarcimento à Consumidores – Tributos Federais "," 524000 "," 3000 "
2.01.05.02.09," Outros Passivos Circulantes "," 340000 "," 188000 "
2.01.06," Provisões "," 51000 "," 57000 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 7512000 "," 6953000 "
2.02.01," Empréstimos e Financiamentos "," 5477000 "," 4220000 "
2.02.01.01," Empréstimos e Financiamentos "," "," "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 1879000 "," 2633000 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.02," Débitos com Controladas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1879000 "," 2633000 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Fornecedores e Contas a Pagar de Empreiteiros "," 57000 "," 53000 "
2.02.02.02.04," Passivo de Arrendamento "," 12000 "," 9000 "
2.02.02.02.05," Instrumentos Financeiros Derivativos "," 5000 "," 11000 "
2.02.02.02.06," Imposto Corrente Passivo Longo Prazo "," 2000 "," 2000 "
2.02.02.02.07," Outros Tributos e Encargos Setoriais a Recolher "," 45000 "," 79000 "
2.02.02.02.08," Ressarcimento à Consumidores – Tributos Federais "," 1648000 "," 2153000 "
2.02.02.02.09," Salários, Benefícios a Empregados e Encargos a Pagar "," 47000 "," 72000 "
2.02.02.02.10," Passivo Financeiro Setorial (Parcela A e Outros) "," 48000 "," 165000 "
2.02.02.02.11," Outros Passivos Não Circulantes "," 15000 "," 89000 "
2.02.03," Tributos Diferidos "," "," "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," "," "
2.02.04," Provisões "," 156000 "," 100000 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 1832000 "," 1702000 "
2.03.01," Capital Social Realizado "," 663000 "," 663000 "
2.03.02," Reservas de Capital "," 485000 "," 485000 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 676000 "," 509000 "
2.03.04.01," Reserva Legal "," 68000 "," 68000 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 353000 "," 332000 "
2.03.04.08," Dividendo Adicional Proposto "," 255000 "," 109000 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 8000 "," 45000 "
