Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 25836 "," 20535 "," 16097 "
3.01.01," Operações de crédito "," 24157 "," 16196 "," 8620 "
3.01.02," Resultado de operações sujeitas a regime fiduciário e sem coobrigaçã "," 1679 "," 4339 "," 7477 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1753 "," -498 "," -2126 "
3.02.01," Despesa com emissão de CRI/CRA "," -1753 "," -498 "," -2126 "
3.03," Resultado Bruto "," 24083 "," 20037 "," 13971 "
3.04," Despesas/Receitas Operacionais "," -23125 "," -15516 "," -18686 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -24621 "," -19853 "," -20751 "
3.04.02.01," Despesas com pessoal "," -8728 "," -4747 "," -7601 "
3.04.02.02," Demais despesas administrativas "," -13172 "," -14080 "," -12147 "
3.04.02.03," Despesas tributárias "," -2721 "," -1026 "," -1003 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2838 "," 5431 "," 922 "
3.04.04.02," Outras receitas operacionais "," 2838 "," 5431 "," 922 "
3.04.05," Outras Despesas Operacionais "," -1342 "," -1094 "," -1114 "
3.04.06," Resultado de Equivalência Patrimonial "," 0 "," 0 "," 2257 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 958 "," 4521 "," -4715 "
3.06," Resultado Financeiro "," -2405 "," -5178 "," 1755 "
3.06.01," Receitas Financeiras "," 547 "," 140 "," 1755 "
3.06.01.01," Rendas com Títulos de Renda Fixa "," 547 "," 140 "," 1755 "
3.06.02," Despesas Financeiras "," -2952 "," -5318 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -1447 "," -657 "," -2960 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -4890 "," 233 "," 1432 "
3.08.01," Corrente "," -132 "," -189 "," 0 "
3.08.02," Diferido "," -4758 "," 422 "," 1432 "
3.09," Resultado Líquido das Operações Continuadas "," -6337 "," -424 "," -1528 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -6337 "," -424 "," -1528 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -6337 "," -424 "," -1528 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.82608 "," -0.05527 "," -0.27467 "
3.99.02," Lucro Diluído por Ação "," "," "," "
