Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 120319 "," 35930 "," 38621 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -13665 "," -12631 "," -13006 "
3.03," Resultado Bruto "," 106654 "," 23299 "," 25615 "
3.04," Despesas/Receitas Operacionais "," -3424 "," -4128 "," -654 "
3.04.01," Despesas com Vendas "," 5 "," 74 "," -95 "
3.04.01.01," Provisão para perdas esperadas de crédito de liquidação duvidosas "," 5 "," 74 "," -95 "
3.04.02," Despesas Gerais e Administrativas "," -3429 "," -4202 "," -559 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 103230 "," 19171 "," 24961 "
3.06," Resultado Financeiro "," 934 "," 1264 "," 2393 "
3.06.01," Receitas Financeiras "," 1116 "," 1456 "," 2585 "
3.06.02," Despesas Financeiras "," -182 "," -192 "," -192 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 104164 "," 20435 "," 27354 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -4356 "," -1726 "," -2097 "
3.08.01," Corrente "," -2033 "," -1859 "," -2199 "
3.08.02," Diferido "," -2323 "," 133 "," 102 "
3.09," Resultado Líquido das Operações Continuadas "," 99808 "," 18709 "," 25257 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 99808 "," 18709 "," 25257 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.58000 "," 0.30000 "," 0.40000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.58000 "," 0.30000 "," 0.40000 "
