Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4396003 "," 1904185 "," 1644346 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1883358 "," -1286926 "," -940379 "
3.03," Resultado Bruto "," 2512645 "," 617259 "," 703967 "
3.04," Despesas/Receitas Operacionais "," -391202 "," 325490 "," 174289 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -315640 "," -337947 "," -245716 "
3.04.02.01," Despesas com Geologia e Geofísica "," -10262 "," -471 "," -595 "
3.04.02.02," Despesas com Pessoal "," -114845 "," -37853 "," -48245 "
3.04.02.03," Despesas Gerais e Administrativas "," -25152 "," -43487 "," -25147 "
3.04.02.04," Despesas com Serviços de Terceiros "," -47713 "," -46242 "," -34519 "
3.04.02.05," Impostos e Taxas "," -6695 "," -16378 "," -11130 "
3.04.02.06," Despesa de Depreciação "," -110973 "," -193516 "," -126080 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.03.01," Baixa de poço seco "," "," "," "
3.04.03.02," Provisão de impairment "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Resultado na venda de participação no Solimões "," "," "," "
3.04.04.02," Resultado na venda de ativos permanentes "," "," "," "
3.04.04.03," Outras "," "," "," "
3.04.05," Outras Despesas Operacionais "," -75562 "," 663437 "," 420005 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2121443 "," 942749 "," 878256 "
3.06," Resultado Financeiro "," -622322 "," -458669 "," -337254 "
3.06.01," Receitas Financeiras "," 946536 "," 1469151 "," 377142 "
3.06.02," Despesas Financeiras "," -1568858 "," -1927820 "," -714396 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1499121 "," 484080 "," 541002 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -166075 "," -31167 "," 301344 "
3.08.01," Corrente "," -344812 "," -77140 "," -55658 "
3.08.02," Diferido "," 178737 "," 45973 "," 357002 "
3.09," Resultado Líquido das Operações Continuadas "," 1333046 "," 452913 "," 842346 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1333046 "," 452913 "," 842346 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1333046 "," 452766 "," 842346 "
3.11.02," Atribuído a Sócios Não Controladores "," 0 "," 147 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.61500 "," 0.66900 "," 6.30100 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.59700 "," 0.66100 "," 6.30100 "
