Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 39210148 "," 30898458 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -29952666 "," -23977370 "," 0 "
3.02.01," Custo com energia elétrica "," -23107257 "," -18486027 "," 0 "
3.02.02," Custo de Operação - depreciação e amortização "," -1335080 "," -1273049 "," 0 "
3.02.03," Custo de Operação - Outros "," -1987119 "," -1653701 "," 0 "
3.02.04," Custo do serviço prestado a terceiros "," -3523210 "," -2564593 "," 0 "
3.03," Resultado Bruto "," 9257482 "," 6921088 "," 0 "
3.04," Despesas/Receitas Operacionais "," -1849542 "," -1807772 "," 0 "
3.04.01," Despesas com Vendas "," -793611 "," -685983 "," 0 "
3.04.01.01," Depreciação e amortização "," -9108 "," -8150 "," 0 "
3.04.01.02," Provisão para créditos de liquidação duvidosa "," -338707 "," -227338 "," 0 "
3.04.01.03," Outras despesas com vendas "," -445796 "," -450495 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -1084757 "," -1061655 "," 0 "
3.04.02.01," Depreciação e amortização "," -109033 "," -97075 "," 0 "
3.04.02.02," Outras despesas gerais e administrativas "," -975724 "," -964580 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -492979 "," -469740 "," 0 "
3.04.05.01," Amortização de intangível da concessão "," -298193 "," -287725 "," 0 "
3.04.05.02," Outras despesas operacionais "," -194786 "," -182015 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 521805 "," 409606 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 7407940 "," 5113316 "," 0 "
3.06," Resultado Financeiro "," -792481 "," -315975 "," 0 "
3.06.01," Receitas Financeiras "," 1125153 "," 936781 "," 0 "
3.06.02," Despesas Financeiras "," -1917634 "," -1252756 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 6615459 "," 4797341 "," 0 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -1761708 "," -1090355 "," 0 "
3.08.01," Corrente "," -1632993 "," -709025 "," 0 "
3.08.02," Diferido "," -128715 "," -381330 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 4853751 "," 3706986 "," 0 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 4853751 "," 3706986 "," 0 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 4748049 "," 3643149 "," 0 "
3.11.02," Atribuído a Sócios Não Controladores "," 105702 "," 63837 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.12000 "," 3.16000 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.12000 "," 3.16000 "," 0.00000 "
