Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 8142961 "," 6101275 "," 4820363 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2910004 "," -2342804 "," -2064890 "
3.03," Resultado Bruto "," 5232957 "," 3758471 "," 2755473 "
3.04," Despesas/Receitas Operacionais "," 786721 "," -1659315 "," -2069197 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -2316766 "," -2134994 "," -2233306 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2942521 "," 476529 "," 0 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 160966 "," -850 "," 164109 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 6019678 "," 2099156 "," 686276 "
3.06," Resultado Financeiro "," 238246 "," 275596 "," 104891 "
3.06.01," Receitas Financeiras "," 510988 "," 456468 "," 241317 "
3.06.02," Despesas Financeiras "," -272742 "," -180872 "," -136426 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 6257924 "," 2374752 "," 791167 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -789520 "," -266978 "," 2042481 "
3.08.01," Corrente "," 0 "," -546483 "," -617056 "
3.08.02," Diferido "," -789520 "," 279505 "," 2659537 "
3.09," Resultado Líquido das Operações Continuadas "," 5468404 "," 2107774 "," 2833648 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 5468404 "," 2107774 "," 2833648 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 97.82000 "," 37.70000 "," 50.69000 "
3.99.01.02," PN "," 97.82000 "," 37.70000 "," 50.69000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 97.82000 "," 37.70000 "," 50.69000 "
3.99.02.02," PN "," 97.82000 "," 37.70000 "," 50.69000 "
