Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5653688 "," 3330316 "," 2909740 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3664473 "," -2215456 "," -1897860 "
3.03," Resultado Bruto "," 1989215 "," 1114860 "," 1011880 "
3.04," Despesas/Receitas Operacionais "," -1101271 "," -625253 "," -796181 "
3.04.01," Despesas com Vendas "," -786515 "," -612234 "," -583933 "
3.04.02," Despesas Gerais e Administrativas "," -542819 "," -338179 "," -310281 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 223720 "," 322404 "," 96461 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 4343 "," 2756 "," 1572 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 887944 "," 489607 "," 215699 "
3.06," Resultado Financeiro "," -124901 "," 117742 "," -51887 "
3.06.01," Receitas Financeiras "," 554849 "," 489541 "," 184481 "
3.06.02," Despesas Financeiras "," -679750 "," -371799 "," -236368 "
3.06.02.01," Despesas Financeiras "," -679750 "," -371799 "," -236368 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 763043 "," 607349 "," 163812 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -193810 "," -157706 "," -24602 "
3.08.01," Corrente "," -319272 "," -75672 "," -46559 "
3.08.02," Diferido "," 125462 "," -82034 "," 21957 "
3.09," Resultado Líquido das Operações Continuadas "," 569233 "," 449643 "," 139210 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 569233 "," 449643 "," 139210 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 547032 "," 435027 "," 134700 "
3.11.02," Atribuído a Sócios Não Controladores "," 22201 "," 14616 "," 4510 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 48.14000 "," 38.28000 "," 11.85000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 48.14000 "," 38.28000 "," 11.85000 "
