Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 8148858 "," 8408932 "," 7804389 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -6364464 "," -6438310 "," -6160817 "
3.03," Resultado Bruto "," 1784394 "," 1970622 "," 1643572 "
3.04," Despesas/Receitas Operacionais "," -1562883 "," -1749456 "," -1769626 "
3.04.01," Despesas com Vendas "," -1055934 "," -1019994 "," -1094532 "
3.04.02," Despesas Gerais e Administrativas "," -529852 "," -734495 "," -700810 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 22903 "," 5033 "," 25716 "
3.04.04.01," Outras receitas, líquidas "," 22903 "," 5033 "," 25716 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 221511 "," 221166 "," -126054 "
3.06," Resultado Financeiro "," -257973 "," -95863 "," -282554 "
3.06.01," Receitas Financeiras "," "," "," "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -36462 "," 125303 "," -408608 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -38321 "," -64364 "," -22306 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," -38321 "," -64364 "," -22306 "
3.09," Resultado Líquido das Operações Continuadas "," -74783 "," 60939 "," -430914 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -74783 "," 60939 "," -430914 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -74783 "," 60939 "," -430914 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.01000 "," 0.01000 "," -0.06000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.01000 "," 0.01000 "," -0.06000 "
