Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 5724443 "," 5068504 "
2.01," Passivo Circulante "," 772165 "," 670388 "
2.01.01," Obrigações Sociais e Trabalhistas "," "," "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 159846 "," 85809 "
2.01.02.01," Fornecedores Nacionais "," 159846 "," 85809 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 44961 "," 32980 "
2.01.03.01," Obrigações Fiscais Federais "," 44961 "," 32980 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.01.02," Impostos a recolher "," 44961 "," 32980 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 361261 "," 399439 "
2.01.04.01," Empréstimos e Financiamentos "," 252723 "," 304901 "
2.01.04.01.01," Em Moeda Nacional "," 91339 "," 175023 "
2.01.04.01.02," Em Moeda Estrangeira "," 161384 "," 129878 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 108538 "," 94538 "
2.01.05," Outras Obrigações "," 97014 "," 66331 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 97014 "," 66331 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 53104 "," 31673 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Derivativos "," "," "
2.01.05.02.05," Outros passivos circulantes "," 43910 "," 34658 "
2.01.06," Provisões "," 109083 "," 85829 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 109083 "," 85829 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Salários, provisões e contribuições sociais "," 109083 "," 85829 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 2597002 "," 2530556 "
2.02.01," Empréstimos e Financiamentos "," 2258457 "," 2201795 "
2.02.01.01," Empréstimos e Financiamentos "," 1430347 "," 1475806 "
2.02.01.01.01," Em Moeda Nacional "," 376790 "," 450764 "
2.02.01.01.02," Em Moeda Estrangeira "," 1053557 "," 1025042 "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 828110 "," 725989 "
2.02.02," Outras Obrigações "," 8729 "," 10012 "
2.02.02.01," Passivos com Partes Relacionadas "," 13 "," 1486 "
2.02.02.01.01," Débitos com Coligadas "," 13 "," 1486 "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 8716 "," 8526 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Benefícios a empregados "," 8716 "," 8526 "
2.02.03," Tributos Diferidos "," 280108 "," 264964 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 280108 "," 264964 "
2.02.04," Provisões "," 49708 "," 53785 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 49708 "," 53785 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 34545 "," 41494 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 7933 "," 6047 "
2.02.04.01.05," Provisões Tributários "," 7230 "," 6244 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 2355276 "," 1867560 "
2.03.01," Capital Social Realizado "," 336910 "," 126232 "
2.03.02," Reservas de Capital "," 36217 "," 34467 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Opção de ações "," 36193 "," 34443 "
2.03.02.08," Reserva por incentivo fiscal e desenvolvimento econômico "," 24 "," 24 "
2.03.03," Reservas de Reavaliação "," "," "
