Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4082381 "," 3638435 "," 2770099 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2933873 "," -2633826 "," -2114475 "
3.03," Resultado Bruto "," 1148508 "," 1004609 "," 655624 "
3.04," Despesas/Receitas Operacionais "," -335590 "," -476451 "," -330030 "
3.04.01," Despesas com Vendas "," -335245 "," -306448 "," -211817 "
3.04.02," Despesas Gerais e Administrativas "," -172860 "," -193004 "," -169622 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 171713 "," 23001 "," 51409 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 802 "," 0 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 812918 "," 528158 "," 325594 "
3.06," Resultado Financeiro "," 79365 "," -9988 "," 10561 "
3.06.01," Receitas Financeiras "," 120283 "," 28868 "," 47698 "
3.06.02," Despesas Financeiras "," -40918 "," -38856 "," -37137 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 892283 "," 518170 "," 336155 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -243978 "," -153598 "," -94177 "
3.08.01," Corrente "," -243978 "," -153598 "," -94177 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 648305 "," 364572 "," 241978 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 648305 "," 364572 "," 241978 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.69000 "," 0.95000 "," 0.63000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.69000 "," 0.95000 "," 0.63000 "
