Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1278561 "," 699025 "," 624706 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1037148 "," -647515 "," -616333 "
3.02.01," Custo dos Serviços Prestados "," -286819 "," -297226 "," -323764 "
3.02.02," Custo dos Serviços de Construção "," -750329 "," -350289 "," -292569 "
3.03," Resultado Bruto "," 241413 "," 51510 "," 8373 "
3.04," Despesas/Receitas Operacionais "," -29103 "," -29661 "," -26055 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -30184 "," -30844 "," -26720 "
3.04.02.01," Gerais e Administrativas "," -30184 "," -30844 "," -23488 "
3.04.02.02," Remuneração da Administração "," 0 "," 0 "," -3232 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1079 "," 1183 "," 761 "
3.04.05," Outras Despesas Operacionais "," 2 "," 0 "," -96 "
3.04.05.01," Tributárias "," 2 "," 0 "," -96 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 212310 "," 21849 "," -17682 "
3.06," Resultado Financeiro "," -73313 "," -44082 "," -66870 "
3.06.01," Receitas Financeiras "," 23024 "," 2346 "," 2422 "
3.06.01.01," Receitas Financeiras "," 23024 "," 2346 "," 2422 "
3.06.02," Despesas Financeiras "," -96337 "," -46428 "," -69292 "
3.06.02.01," Despesas Financeiras "," -96265 "," -46310 "," -69262 "
3.06.02.02," Variação Cambial Líquida "," -72 "," -118 "," -30 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 138997 "," -22233 "," -84552 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -31300 "," 7518 "," 28441 "
3.08.01," Corrente "," -21085 "," -4337 "," 0 "
3.08.02," Diferido "," -10215 "," 11855 "," 28441 "
3.09," Resultado Líquido das Operações Continuadas "," 107697 "," -14715 "," -56111 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 107697 "," -14715 "," -56111 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.07520 "," -0.01030 "," -0.04030 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
