Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1097239 "," 897951 "," 0 "
3.01.01," Receita bruta de vendas e/ou serviços "," 1194443 "," 981566 "," 0 "
3.01.02," Deduções da receita bruta "," -97204 "," -83615 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -918938 "," -403585 "," -382735 "
3.02.01," Custo de Construção "," -69250 "," -16248 "," -9827 "
3.02.02," Provisão de Manutenção "," "," "," "
3.02.03," Depreciação e Amortização "," -660407 "," -194221 "," -183002 "
3.02.04," Custo da Outorga "," -61843 "," -59458 "," -60608 "
3.02.05," Serviços "," -67945 "," -81963 "," -74357 "
3.02.06," Custo com Pessoal "," -40457 "," -35317 "," -37501 "
3.02.07," Materiais, Equipamentos e Veículos "," -9722 "," -9951 "," -11068 "
3.02.08," Outros "," -9314 "," -6427 "," -6372 "
3.03," Resultado Bruto "," 178301 "," 494366 "," -382735 "
3.04," Despesas/Receitas Operacionais "," -60171 "," -54993 "," -62978 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -61015 "," -57614 "," -65169 "
3.04.02.01," Custo com Pessoal "," -9814 "," -14599 "," -14304 "
3.04.02.02," Serviços "," -32504 "," -29806 "," -30030 "
3.04.02.03," Materiais, Equipamentos e Veículos "," -1273 "," -810 "," -587 "
3.04.02.04," Depreciação e Amortização "," -1238 "," -1430 "," -1512 "
3.04.02.05," Contribuições a Sindicatos e Associações de classe "," -649 "," -1030 "," -1497 "
3.04.02.06," Campanhas Publicitárias e Eventos, Feiras e Informativos "," -4022 "," -3538 "," -4247 "
3.04.02.07," Água, Luz, Telefone, Internet e Gás "," -2619 "," -2660 "," -2593 "
3.04.02.08," Aluguéis de Imóveis e Condomínios "," 0 "," 0 "," -111 "
3.04.02.09," Gastos com Viagens e Estadias "," 0 "," 0 "," -24 "
3.04.02.10," Reversão para Riscos Cíveis, Trabalhistas e Previdenciários "," 963 "," 1477 "," -1382 "
3.04.02.11," Lei Rouanet, Incentivos Audiovisuais, Esportivos e Outros "," -3601 "," -1656 "," -3210 "
3.04.02.12," Provisão para Perda Esperada - Contas a Receber "," -46 "," -99 "," 8 "
3.04.02.13," Outros "," -6212 "," -3463 "," -5680 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1093 "," 2688 "," 2426 "
3.04.05," Outras Despesas Operacionais "," -249 "," -67 "," -235 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 118130 "," 439373 "," -445713 "
3.06," Resultado Financeiro "," -49449 "," -32596 "," 0 "
3.06.01," Receitas Financeiras "," 8816 "," 11529 "," 0 "
3.06.02," Despesas Financeiras "," -58265 "," -44125 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 68681 "," 406777 "," -445713 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -21182 "," -134772 "," -155555 "
3.08.01," Corrente "," -30094 "," -143103 "," -179852 "
3.08.02," Diferido "," 8912 "," 8331 "," 24297 "
3.09," Resultado Líquido das Operações Continuadas "," 47499 "," 272005 "," -601268 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 47499 "," 272005 "," -601268 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00324 "," 0.01854 "," 0.02158 "
3.99.01.02," PN "," 0.00356 "," 0.02039 "," 0.02374 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.00324 "," 0.01854 "," 0.02158 "
3.99.02.02," PN "," 0.00356 "," 0.02039 "," 0.02374 "
