Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 49443000 "," 53295000 "
2.01," Passivo Circulante "," 16550000 "," 18483000 "
2.01.01," Obrigações Sociais e Trabalhistas "," 808000 "," 897000 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 10078000 "," 11424000 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 580000 "," 585000 "
2.01.03.01," Obrigações Fiscais Federais "," "," "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 1470000 "," 2309000 "
2.01.04.01," Empréstimos e Financiamentos "," "," "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 3552000 "," 3268000 "
2.01.05.01," Passivos com Partes Relacionadas "," 371000 "," 194000 "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 3181000 "," 3074000 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 112000 "," 556000 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Outros passivos circulantes "," "," "
2.01.05.02.05," Aluguéis a pagar "," "," "
2.01.05.02.06," Outros passivos circulantes "," "," "
2.01.05.02.07," Repasse a Terceiros "," 15000 "," 77000 "
2.01.05.02.08," Financiamento por Compra de Ativos "," 182000 "," 100000 "
2.01.05.02.09," Receitas a Apropriar "," 383000 "," 297000 "
2.01.05.02.11," Aquisição de Sociedades "," 701000 "," 636000 "
2.01.05.02.12," Outros passivos circulantes "," 893000 "," 461000 "
2.01.05.02.13," Outros passivos circulantes "," "," "
2.01.05.02.14," Multisservicos a Pagar "," "," "
2.01.05.02.15," IPTU a Pagar "," "," "
2.01.05.02.16," Demais Contas a Pagar "," "," "
2.01.05.02.17," Passivo de Arrendamento "," 895000 "," 947000 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," 62000 "," 0 "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," 62000 "," 0 "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 16513000 "," 18005000 "
2.02.01," Empréstimos e Financiamentos "," 7582000 "," 6842000 "
2.02.01.01," Empréstimos e Financiamentos "," "," "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 6489000 "," 8725000 "
2.02.02.01," Passivos com Partes Relacionadas "," 96000 "," 168000 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," 96000 "," 168000 "
2.02.02.02," Outros "," 6393000 "," 8557000 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Impostos e contribuições a recolher e impostos parcelados "," 153000 "," 248000 "
2.02.02.02.04," Aquisição de Sociedades "," "," "
2.02.02.02.05," Financiamento por Compra de Ativos "," 68000 "," 0 "
2.02.02.02.07," Outros passivos não circulantes "," 260000 "," 291000 "
2.02.02.02.08," Provisão para perdas de Investimentos em associadas "," 689000 "," 591000 "
2.02.02.02.09," Passivo de Arrendamento "," 5223000 "," 7427000 "
2.02.03," Tributos Diferidos "," 935000 "," 1034000 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," "," "
2.02.04," Provisões "," 1442000 "," 1385000 "
