Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 8170241 "," 5879616 "," 5011706 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -5300393 "," -4027796 "," -3717562 "
3.02.01," Variação do valor justo dos ativos biológicos "," 129444 "," 117270 "," 126045 "
3.02.02," Custo dos produtos vendidos "," -5429837 "," -4145066 "," -3843607 "
3.03," Resultado Bruto "," 2869848 "," 1851820 "," 1294144 "
3.04," Despesas/Receitas Operacionais "," -978456 "," -1179937 "," -654703 "
3.04.01," Despesas com Vendas "," -1006042 "," -781150 "," -715981 "
3.04.02," Despesas Gerais e Administrativas "," -304171 "," -255865 "," -232041 "
3.04.02.01," Despesas Administrativas "," -284935 "," -237878 "," -215162 "
3.04.02.02," Honorários da administração "," -19236 "," -17987 "," -16879 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 293319 "
3.04.05," Outras Despesas Operacionais "," 400367 "," -76298 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," -68610 "," -66624 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1891392 "," 671883 "," 639441 "
3.06," Resultado Financeiro "," 97673 "," -137138 "," -160430 "
3.06.01," Receitas Financeiras "," 403860 "," 132149 "," 103091 "
3.06.02," Despesas Financeiras "," -306187 "," -269287 "," -263521 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1989065 "," 534745 "," 479011 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -263383 "," -80762 "," -73284 "
3.08.01," Corrente "," -270430 "," -104525 "," -159612 "
3.08.02," Diferido "," 7047 "," 23763 "," 86328 "
3.09," Resultado Líquido das Operações Continuadas "," 1725682 "," 453983 "," 405727 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1725682 "," 453983 "," 405727 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1725407 "," 453812 "," 405564 "
3.11.02," Atribuído a Sócios Não Controladores "," 275 "," 171 "," 163 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 2.49030 "," 0.65750 "," 0.58810 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 2.47540 "," 0.65320 "," 0.58260 "
