Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 802786 "," 569471 "," 0 "
3.01.01," Receitas de Juros e Similares "," 633184 "," 647402 "," 0 "
3.01.02," Resultado de Instrumentos Financeiros Derivativos "," 169602 "," -77931 "," 0 "
3.02," Despesas de Intermediação Financeira "," -341894 "," -196613 "," 0 "
3.02.01," Despesas de Juros e Similares "," -341894 "," -196613 "," 0 "
3.03," Resultado Bruto de Intermediação Financeira "," 460892 "," 372858 "," 0 "
3.04," Outras Despesas e Receitas Operacionais "," -336975 "," -297514 "," 0 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," -23400 "," -29857 "," 0 "
3.04.01.01," Resultado de Perdas com Ajuste a Valor de Recuperação de Ativos Financeiros "," -23400 "," -29857 "," 0 "
3.04.02," Receitas de Prestação de Serviços "," -11630 "," -10503 "," 0 "
3.04.02.01," Receitas de Serviços e Comissões "," 23375 "," 17740 "," 0 "
3.04.02.02," Despesas de Serviços e Comissões "," -35005 "," -28243 "," 0 "
3.04.03," Despesas com Pessoal "," -172017 "," -138218 "," 0 "
3.04.03.01," Despesas de Pessoal "," -172017 "," -138218 "," 0 "
3.04.04," Outras Despesas de Administrativas "," -100846 "," -97675 "," 0 "
3.04.04.01," Gastos Gerais Administrativos "," -100846 "," -97675 "," 0 "
3.04.05," Despesas Tributárias "," "," "," "
3.04.06," Outras Receitas Operacionais "," 17324 "," 12723 "," 0 "
3.04.07," Outras Despesas Operacionais "," -46406 "," -33984 "," 0 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 123917 "," 75344 "," 0 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -44591 "," -20919 "," 0 "
3.06.01," Corrente "," -49544 "," -20475 "," 0 "
3.06.02," Diferido "," 4953 "," -444 "," 0 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 79326 "," 54425 "," 0 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.08.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.08.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," "," "," "
3.09.01," Atribuído a Sócios da Empresa Controladora "," 77245 "," 54069 "," 0 "
3.09.02," Atribuído a Sócios Não Controladores "," 2081 "," 356 "," 0 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," "," "," "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," "," "," "
3.11.02," Atribuído aos Sócios não Controladores "," "," "," "
3.99," Lucro por Ação (R$/Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.72151 "," 0.50503 "," 0.00000 "
3.99.01.02," PN "," 0.79366 "," 0.55554 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.72151 "," 0.50503 "," 0.00000 "
3.99.02.02," PN "," 0.79366 "," 0.55554 "," 0.00000 "
