Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 9975729 "," 5744126 "," 11442317 "
3.01.01," Transporte de passageiros "," 8811044 "," 5039607 "," 10907889 "
3.01.02," Transporte de cargas e outras receitas "," 1164685 "," 704519 "," 534428 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8124204 "," -5458691 "," -11366825 "
3.03," Resultado Bruto "," 1851525 "," 285435 "," 75492 "
3.04," Despesas/Receitas Operacionais "," -1796730 "," -1684516 "," -1270892 "
3.04.01," Despesas com Vendas "," -424680 "," -351316 "," -471312 "
3.04.02," Despesas Gerais e Administrativas "," -328970 "," -864026 "," -799580 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -1043080 "," -469174 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 54795 "," -1399081 "," -1195400 "
3.06," Resultado Financeiro "," -4268003 "," -9678133 "," -1340865 "
3.06.01," Receitas Financeiras "," 1018464 "," 60298 "," 397523 "
3.06.01.01," Receitas financeiras "," 154280 "," 60298 "," 72071 "
3.06.01.02," Instrumentos financeiros derivativos "," 864184 "," 0 "," 325452 "
3.06.01.03," Resultado com partes relacionadas "," "," "," "
3.06.02," Despesas Financeiras "," -5286467 "," -9738431 "," -1738388 "
3.06.02.01," Despesas Financeiras "," -3838243 "," -2514587 "," -1329524 "
3.06.02.02," Variações monetárias e cambiais "," -1443046 "," -4302540 "," -391905 "
3.06.02.04," Instrumentos financeiros derivativos "," 0 "," -2207470 "," 0 "
3.06.02.05," Resultado com partes relacionadas "," -5178 "," -713834 "," -16959 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -4213208 "," -11077214 "," -2536265 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 0 "," 242505 "," 133179 "
3.08.01," Corrente "," 0 "," -11 "," -2228 "
3.08.02," Diferido "," 0 "," 242516 "," 135407 "
3.09," Resultado Líquido das Operações Continuadas "," -4213208 "," -10834709 "," -2403086 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -4213208 "," -10834709 "," -2403086 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -4213208 "," -10834709 "," -2403086 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.16000 "," -0.42000 "," -0.09000 "
3.99.01.02," PN "," -12.19000 "," -31.67000 "," -7.05000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.16000 "," -0.42000 "," -0.09000 "
3.99.02.02," PN "," -12.19000 "," -31.67000 "," -7.05000 "
