" Conta "," Descrição ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 ","01/01/2018 a 31/12/2018 "
" 301 "," Receita de Venda de Bens e/ou Serviços "," 5744126 "," 11442317 "," 9057064 "
" 30101 "," Transporte de passageiros "," 5039607 "," 10907889 "," 8670132 "
" 30102 "," Transporte de cargas e outras receitas "," 704519 "," 534428 "," 386932 "
" 302 "," Custo dos Bens e/ou Serviços Vendidos "," -5.458.691 "," -11.366.825 "," -6.791.645 "
" 303 "," Resultado Bruto "," 285435 "," 75492 "," 2265419 "
" 304 "," Despesas/Receitas Operacionais "," -1.684.516 "," -1.270.892 "," -1.071.795 "
" 30401 "," Despesas com Vendas "," -351.316 "," -471.312 "," -386.874 "
" 30402 "," Despesas Gerais e Administrativas "," -864.026 "," -799.580 "," -684.921 "
" 30403 "," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
" 30404 "," Outras Receitas Operacionais "," "," "," "
" 30405 "," Outras Despesas Operacionais "," -469.174 "," 0 "," 0 "
" 30406 "," Resultado de Equivalência Patrimonial "," "," "," "
" 305 "," Resultado Antes do Resultado Financeiro e dos Tributos "," -1.399.081 "," -1.195.400 "," 1193624 "
" 306 "," Resultado Financeiro "," -9.678.133 "," -1.340.865 "," -1.646.550 "
" 30601 "," Receitas Financeiras "," 60298 "," 397523 "," 754341 "
" 3060101 "," Receitas financeiras "," 60298 "," 72071 "," 74522 "
" 3060102 "," Instrumentos financeiros derivativos "," 0 "," 325452 "," 298094 "
" 3060103 "," Resultado com partes relacionadas "," 0 "," 0 "," 381725 "
" 30602 "," Despesas Financeiras "," -9.738.431 "," -1.738.388 "," -2.400.891 "
" 3060201 "," Despesas Financeiras "," -3.269.941 "," -1.329.524 "," -1.094.828 "
" 3060202 "," Variações monetárias e cambiais "," -4.302.540 "," -391.905 "," -1.306.063 "
" 3060203 "," Resultado com partes relacionadas "," -713.834 "," -16.959 "," 0 "
" 3060204 "," Instrumentos financeiros derivativos "," -1.452.116 "," 0 "," 0 "
" 307 "," Resultado Antes dos Tributos sobre o Lucro "," -11.077.214 "," -2.536.265 "," -452.926 "
" 308 "," Imposto de Renda e Contribuição Social sobre o Lucro "," 242505 "," 133179 "," -182.805 "
" 30801 "," Corrente "," -11 "," -2.228 "," -11.224 "
" 30802 "," Diferido "," 242516 "," 135407 "," -171.581 "
" 309 "," Resultado Líquido das Operações Continuadas "," -10.834.709 "," -2.403.086 "," -635.731 "
" 310 "," Resultado Líquido de Operações Descontinuadas "," "," "," "
" 31001 "," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
" 31002 "," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
" 311 "," Lucro/Prejuízo Consolidado do Período "," -10.834.709 "," -2.403.086 "," -635.731 "
" 31101 "," Atribuído a Sócios da Empresa Controladora "," -10.834.709 "," -2.403.086 "," -635.731 "
" 31102 "," Atribuído a Sócios Não Controladores "," "," "," "
" 399 "," Lucro por Ação - (Reais / Ação) "," "," "," "
" 39901 "," Lucro Básico por Ação "," "," "," "
" 3990101 "," ON "," -0,42000 "," -0,09000 "," -0,03000 "
" 3990102 "," PN "," -31,67000 "," -7,05000 "," -1,88000 "
" 39902 "," Lucro Diluído por Ação "," "," "," "
" 3990201 "," ON "," -0,42000 "," -0,09000 "," -0,03000 "
" 3990202 "," PN "," -31,67000 "," -7,05000 "," -1,88000 "
