Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 1722567 "," 1570707 "
2.01," Passivo Circulante "," 295607 "," 313195 "
2.01.01," Obrigações Sociais e Trabalhistas "," 54040 "," 71268 "
2.01.01.01," Obrigações Sociais "," 9468 "," 28782 "
2.01.01.01.01," INSS "," 7262 "," 26570 "
2.01.01.01.02," FGTS "," 2206 "," 2212 "
2.01.01.02," Obrigações Trabalhistas "," 44572 "," 42486 "
2.01.01.02.01," Salários e Ordenados "," 10469 "," 10877 "
2.01.01.02.02," Férias "," 34103 "," 31609 "
2.01.01.02.03," Décimo Terceiro Salário "," "," "
2.01.02," Fornecedores "," 45190 "," 48126 "
2.01.02.01," Fornecedores Nacionais "," 45190 "," 48126 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 19704 "," 15321 "
2.01.03.01," Obrigações Fiscais Federais "," 18163 "," 13525 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 3034 "," 232 "
2.01.03.01.02," Imposto de Renda Retido na Fonte "," 6824 "," 6749 "
2.01.03.01.03," Cofins "," 6387 "," 4942 "
2.01.03.01.04," Pis "," 1384 "," 1071 "
2.01.03.01.05," Imposto de Renda e Contribuição Social Parcelados "," "," "
2.01.03.01.06," Cofins S/ Terceiros "," 294 "," 294 "
2.01.03.01.07," Pis S/ Terceiros "," 64 "," 63 "
2.01.03.01.08," Contribuição Social S/ Terceiros "," 98 "," 98 "
2.01.03.01.09," Ibama - Parcelamento de Débitos "," 78 "," 76 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.02.01," ICMS a Recolher "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," 1541 "," 1796 "
2.01.03.03.01," IPTU "," "," "
2.01.03.03.02," FUNDAP "," 847 "," 798 "
2.01.03.03.03," ISS S/ Terceiros "," 694 "," 998 "
2.01.04," Empréstimos e Financiamentos "," 116779 "," 126069 "
2.01.04.01," Empréstimos e Financiamentos "," 103204 "," 108808 "
2.01.04.01.01," Em Moeda Nacional "," 103204 "," 108808 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 13575 "," 17261 "
2.01.05," Outras Obrigações "," 46606 "," 32430 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.02," Débitos com Controladas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 46606 "," 32430 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 23700 "," 0 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," 4646 "," 0 "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Títulos a Pagar - Irmandade "," "," "
2.01.05.02.05," Adiantamento de Receita "," 301 "," 290 "
2.01.05.02.06," Consignados a Recolher "," 1902 "," 1955 "
2.01.05.02.07," Cauções e Valores em Garantia "," 734 "," 426 "
2.01.05.02.08," Retenções Processos Trabalhistas "," 571 "," 607 "
2.01.05.02.09," Fundo de Arrecadação Auxílio Deficiente "," 595 "," 527 "
2.01.05.02.10," Subvenções Governamentais "," 9950 "," 11256 "
