Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 210322 "," 178885 "," 134829 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -72456 "," -63364 "," -58389 "
3.03," Resultado Bruto "," 137866 "," 115521 "," 76440 "
3.04," Despesas/Receitas Operacionais "," -2049 "," -1284 "," -2412 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -6350 "," -5801 "," -6838 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 4301 "," 4517 "," 4426 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 135817 "," 114237 "," 74028 "
3.06," Resultado Financeiro "," -19081 "," -14605 "," -1376 "
3.06.01," Receitas Financeiras "," 1595 "," 764 "," 4121 "
3.06.02," Despesas Financeiras "," -20676 "," -15369 "," -5497 "
3.06.02.01," Despesas Financeiras "," -20676 "," -15369 "," -8560 "
3.06.02.02," Variação Cambial Líquida "," 0 "," 0 "," 3063 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 116736 "," 99632 "," 72652 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -39678 "," -33851 "," -24643 "
3.08.01," Corrente "," -40014 "," -34151 "," -20421 "
3.08.02," Diferido "," 336 "," 300 "," -4222 "
3.09," Resultado Líquido das Operações Continuadas "," 77058 "," 65781 "," 48009 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 77058 "," 65781 "," 48009 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.55000 "," 0.47000 "," 0.34000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.55000 "," 0.47000 "," 0.34000 "
