Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 36930 "," 29635 "," 18953 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3849 "," -3186 "," -1288 "
3.02.01," Custo dos Serviços Prestados "," -3849 "," -3186 "," -1288 "
3.03," Resultado Bruto "," 33081 "," 26449 "," 17665 "
3.04," Despesas/Receitas Operacionais "," -393 "," -404 "," -180 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -393 "," -404 "," -199 "
3.04.02.01," Despesas Administrativas "," -280 "," -251 "," -155 "
3.04.02.02," Despesas Tributarias "," -113 "," -153 "," -44 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," 0 "," 0 "," 19 "
3.04.03.01," Provisão para Crédito de Liquidação Duvidosa "," 43157 "," 36069 "," -10379 "
3.04.03.02," Provisão de remuneração dos debenturistas "," -43157 "," -36069 "," 10398 "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.05.01," Despesas Tributárias "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 32688 "," 26045 "," 17485 "
3.06," Resultado Financeiro "," -32688 "," -26045 "," -17485 "
3.06.01," Receitas Financeiras "," 4536 "," 1430 "," 323 "
3.06.01.01," Receitas Financeiras "," 4536 "," 1430 "," 323 "
3.06.02," Despesas Financeiras "," -37224 "," -27475 "," -17808 "
3.06.02.01," Despesas Financeiras "," -37224 "," -27475 "," -17808 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," "," "," "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," "," "," "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.01.01," Prejuízo do Exercício "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
