Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 187899 "," 260748 "," 337168 "
3.01.01," Receita operacional liquida "," 187899 "," 260748 "," 337168 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -12380 "," -12633 "," -74856 "
3.02.01," Custo "," -12380 "," -12633 "," -74856 "
3.03," Resultado Bruto "," 175519 "," 248115 "," 262312 "
3.04," Despesas/Receitas Operacionais "," -6002 "," -10621 "," -14873 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -6002 "," -10621 "," -14873 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 169517 "," 237494 "," 247439 "
3.06," Resultado Financeiro "," -120132 "," -97447 "," -104740 "
3.06.01," Receitas Financeiras "," 3973 "," 2090 "," 4235 "
3.06.01.01," Receitas financeiras "," 3973 "," 2090 "," 4235 "
3.06.02," Despesas Financeiras "," -124105 "," -99537 "," -108975 "
3.06.02.01," Despesas financeiras "," -124105 "," -99537 "," -108975 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 49385 "," 140047 "," 142699 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -1702 "," -40607 "," -46491 "
3.08.01," Corrente "," 0 "," -2100 "," -225 "
3.08.02," Diferido "," -1702 "," -38507 "," -46266 "
3.09," Resultado Líquido das Operações Continuadas "," 47683 "," 99440 "," 96208 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 47683 "," 99440 "," 96208 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.10000 "," 0.21000 "," 0.20000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.10000 "," 0.21000 "," 0.20000 "
