" Conta "," Descrição ","01/01/2019 a 31/12/2019 ","01/01/2018 a 31/12/2018 ","01/01/2017 a 31/12/2017 "
" 301 "," Receitas da Intermediação Financeira "," 845049 "," 643244 "," 545813 "
" 30101 "," Operações de crédito "," 644187 "," 559021 "," 0 "
" 30102 "," Rendas de operações de câmbio "," 431 "," 1669 "," 0 "
" 30103 "," Resultado com aplicações interfinanceiras de liquidez "," 139451 "," 61952 "," 0 "
" 30104 "," Resultado com títulos e valores mobiliários "," 56745 "," 20602 "," 0 "
" 30105 "," Resultado com instrumentos financeiros derivativos "," 4235 "," 0 "," 0 "
" 302 "," Despesas da Intermediação Financeira "," -384.073 "," -291.867 "," -327.450 "
" 30201 "," Operações de captação no mercado "," -251.064 "," -215.835 "," 0 "
" 30202 "," Operações empréstimos e repasses "," -2.050 "," -1.786 "," 0 "
" 30203 "," Provisão para crédito de liquidação duvidosa "," -130.959 "," -57.607 "," 0 "
" 30204 "," Operações com derivativos "," 0 "," -7 "," 0 "
" 30205 "," Operações de vendas de transf. de ativos financeiros (despesa) "," 0 "," -16.632 "," 0 "
" 303 "," Resultado Bruto Intermediação Financeira "," 460976 "," 351377 "," 218363 "
" 304 "," Outras Despesas/Receitas Operacionais "," -418.432 "," -244.265 "," -156.586 "
" 30401 "," Receitas de Prestação de Serviços "," 94116 "," 38136 "," 20292 "
" 30402 "," Despesas de Pessoal "," -162.192 "," -114.062 "," -77.975 "
" 30403 "," Outras Despesas Administrativas "," -313.189 "," -163.351 "," -90.080 "
" 30404 "," Despesas Tributárias "," -36.646 "," -24.726 "," -14.662 "
" 30405 "," Outras Receitas Operacionais "," 15863 "," 10037 "," 12912 "
" 30406 "," Outras Despesas Operacionais "," 52304 "," 38647 "," -14.388 "
" 30407 "," Resultado da Equivalência Patrimonial "," -68.688 "," -28.946 "," 7315 "
" 305 "," Resultado Operacional "," 42544 "," 107112 "," 61777 "
" 306 "," Resultado Não Operacional "," 31811 "," -17.983 "," -10.226 "
" 30601 "," Receitas "," 31811 "," 0 "," 0 "
" 30602 "," Despesas "," 0 "," -17.983 "," -10.226 "
" 307 "," Resultado Antes Tributação/Participações "," 74355 "," 89129 "," 51551 "
" 308 "," Provisão para IR e Contribuição Social "," 0 "," -10.158 "," 0 "
" 309 "," IR Diferido "," 4525 "," -11.229 "," -3.395 "
" 310 "," Participações/Contribuições Estatutárias "," "," "," "
" 31001 "," Participações "," "," "," "
" 31002 "," Contribuições "," "," "," "
" 311 "," Reversão dos Juros sobre Capital Próprio "," "," "," "
" 313 "," Lucro/Prejuízo do Período "," 78880 "," 67742 "," 48156 "
" 399 "," Lucro por Ação - (R$ / Ação) "," 0.22480 "," 0.53670 "," 0.68000 "
