Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 6109044 "," 5919057 "," 6123007 "
3.01.01," De Serviços de Abastecimento de Água "," 4367026 "," 4080385 "," 4175394 "
3.01.02," De Serviços de Coleta de Esgotos "," 1982195 "," 2069007 "," 2186383 "
3.01.03," Deduções da Receita Bruta "," -240177 "," -230335 "," -238770 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2932314 "," -2581932 "," -2267306 "
3.02.01," Pessoal "," -1037302 "," -1004635 "," -876437 "
3.02.02," Material "," -192904 "," -150715 "," -116666 "
3.02.03," Serviços de Terceiros "," -1467960 "," -1147641 "," -991249 "
3.02.04," Gerais "," -3377 "," -1912 "," -6445 "
3.02.05," Depreciações e Amortizações "," -230771 "," -277029 "," -276509 "
3.03," Resultado Bruto "," 3176730 "," 3337125 "," 3855701 "
3.04," Despesas/Receitas Operacionais "," -3228696 "," -3541338 "," -2805109 "
3.04.01," Despesas com Vendas "," -1617455 "," -2081781 "," -1606326 "
3.04.01.01," Pessoal "," -32507 "," -32959 "," -19896 "
3.04.01.02," Material "," -13342 "," -25379 "," -413 "
3.04.01.03," Serviços de Terceiros "," -81996 "," -124594 "," -109458 "
3.04.01.04," Gerais "," -475 "," -1358 "," -255 "
3.04.01.05," Perda de Crédito da Atividade "," -1489135 "," -1897491 "," -1476304 "
3.04.02," Despesas Gerais e Administrativas "," -557838 "," -488211 "," -472261 "
3.04.02.01," Pessoal "," -282039 "," -230087 "," -207925 "
3.04.02.02," Material "," -2616 "," -14766 "," -3399 "
3.04.02.03," Serviços de Terceiros "," -143309 "," -182238 "," -161270 "
3.04.02.04," Gerais "," -129874 "," -61120 "," -99667 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 19155 "," 35551 "," 16570 "
3.04.04.01," Demais Receitas Operacionais "," 19155 "," 35551 "," 16570 "
3.04.05," Outras Despesas Operacionais "," -1072558 "," -1006897 "," -743092 "
3.04.05.01," Provisões "," -1012107 "," -996509 "," -727516 "
3.04.05.02," Despesas Fiscais "," -3415 "," -2542 "," -9223 "
3.04.05.03," Outras Despesas "," -57036 "," -7846 "," -6353 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -51966 "," -204213 "," 1050592 "
3.06," Resultado Financeiro "," 98499 "," -55177 "," 76402 "
3.06.01," Receitas Financeiras "," 225092 "," 142213 "," 204358 "
3.06.02," Despesas Financeiras "," -126593 "," -197390 "," -127956 "
3.06.02.01," Juros Internos "," -40752 "," -46079 "," -58353 "
3.06.02.02," Juros Passivos "," -81841 "," -149719 "," -67675 "
3.06.02.03," Multas e Acréscimos Moratórios "," -562 "," -840 "," -589 "
3.06.02.04," Outras Despesas "," -3438 "," -752 "," -1339 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 46533 "," -259390 "," 1126994 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -19397 "," 12240 "," -104060 "
3.08.01," Corrente "," -73091 "," -75135 "," -143912 "
3.08.02," Diferido "," 53694 "," 87375 "," 39852 "
3.09," Resultado Líquido das Operações Continuadas "," 27136 "," -247150 "," 1022934 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 27136 "," -247150 "," 1022934 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.04314 "," -0.39288 "," 1.62610 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.04314 "," -0.39288 "," 1.62610 "
