Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 3066448 "," 4031714 "
1.01," Ativo Circulante "," 1088529 "," 1853217 "
1.01.01," Caixa e Equivalentes de Caixa "," 40115 "," 138761 "
1.01.02," Aplicações Financeiras "," 16332 "," 29433 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 108995 "," 341622 "
1.01.03.01," Clientes "," "," "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 716479 "," 1096926 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 168118 "," 87379 "
1.01.06.01," Tributos Correntes a Recuperar "," "," "
1.01.07," Despesas Antecipadas "," 10765 "," 13864 "
1.01.08," Outros Ativos Circulantes "," 27725 "," 145232 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 27725 "," 145232 "
1.01.08.03.01," Instrumento Financeiros Derivativos "," 5439 "," 38150 "
1.01.08.03.02," Outros Ativos Circulantes "," 22286 "," 107082 "
1.02," Ativo Não Circulante "," 1977919 "," 2178497 "
1.02.01," Ativo Realizável a Longo Prazo "," 833406 "," 963628 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 4321 "," 13459 "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 617369 "," 693674 "
1.02.01.07.02," Impostos e Contribuições a Recuperar "," 617369 "," 693674 "
1.02.01.08," Despesas Antecipadas "," 8807 "," 11654 "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 202909 "," 244841 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Ativos Mantidos para Venda "," 97553 "," 112094 "
1.02.01.10.04," Depósitos Demandas Judiciais "," 37271 "," 35455 "
1.02.01.10.05," Outros Ativos não Circulantes "," 68085 "," 97292 "
1.02.02," Investimentos "," 2513 "," 2513 "
1.02.02.01," Participações Societárias "," "," "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," 2513 "," 2513 "
1.02.02.02.01," Outros Investimentos "," 2513 "," 2513 "
1.02.03," Imobilizado "," 1135881 "," 1204783 "
1.02.03.01," Imobilizado em Operação "," 959257 "," 1083973 "
1.02.03.02," Direito de Uso em Arrendamento "," 11398 "," 14582 "
1.02.03.03," Imobilizado em Andamento "," 165226 "," 106228 "
1.02.04," Intangível "," 6119 "," 7573 "
1.02.04.01," Intangíveis "," "," "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.02," Goodwill "," "," "
