Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 1018396 "," 948778 "
2.01," Passivo Circulante "," 493432 "," 396525 "
2.01.01," Obrigações Sociais e Trabalhistas "," 27186 "," 23826 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 27186 "," 23826 "
2.01.02," Fornecedores "," 66990 "," 75197 "
2.01.02.01," Fornecedores Nacionais "," 64373 "," 74176 "
2.01.02.02," Fornecedores Estrangeiros "," 2617 "," 1021 "
2.01.03," Obrigações Fiscais "," 9404 "," 2065 "
2.01.03.01," Obrigações Fiscais Federais "," 8190 "," 1545 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 3241 "," 236 "
2.01.03.01.02," Impostos a recolher "," 4949 "," 1309 "
2.01.03.02," Obrigações Fiscais Estaduais "," 1214 "," 520 "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 20783 "," 9653 "
2.01.04.01," Empréstimos e Financiamentos "," 17125 "," 5993 "
2.01.04.01.01," Em Moeda Nacional "," 17125 "," 5993 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 3658 "," 3660 "
2.01.05," Outras Obrigações "," 358968 "," 280055 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 358968 "," 280055 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," 17208 "," 9165 "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Outras contas a pagar "," 19005 "," 9079 "
2.01.05.02.05," Adiantamento de clientes "," 310513 "," 254527 "
2.01.05.02.06," Comissões a pagar "," 12242 "," 7284 "
2.01.06," Provisões "," 10101 "," 5729 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 10101 "," 5729 "
2.01.06.02.01," Provisões para Garantias "," 10101 "," 5729 "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Provisões para garantias "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 63334 "," 34602 "
2.02.01," Empréstimos e Financiamentos "," 40583 "," 7543 "
2.02.01.01," Empréstimos e Financiamentos "," 40000 "," 4978 "
2.02.01.01.01," Em Moeda Nacional "," 40000 "," 4978 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 583 "," 2565 "
2.02.02," Outras Obrigações "," 1363 "," 2061 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1363 "," 2061 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Impostos a recolher "," 1363 "," 2061 "
2.02.02.02.04," Outras contas a pagar "," "," "
2.02.03," Tributos Diferidos "," 5094 "," 8623 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 5094 "," 8623 "
2.02.04," Provisões "," 16294 "," 16375 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 16294 "," 16375 "
