Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 2093620 "," 1460650 "
2.01," Passivo Circulante "," 1119801 "," 575350 "
2.01.01," Obrigações Sociais e Trabalhistas "," 66860 "," 57488 "
2.01.01.01," Obrigações Sociais "," 10068 "," 32138 "
2.01.01.02," Obrigações Trabalhistas "," 56792 "," 25350 "
2.01.02," Fornecedores "," 143606 "," 111892 "
2.01.02.01," Fornecedores Nacionais "," 82160 "," 69476 "
2.01.02.02," Fornecedores Estrangeiros "," 61446 "," 42416 "
2.01.03," Obrigações Fiscais "," 96632 "," 68259 "
2.01.03.01," Obrigações Fiscais Federais "," 91276 "," 65946 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 21105 "," 14274 "
2.01.03.01.02," Outros Impostos "," 70171 "," 51672 "
2.01.03.02," Obrigações Fiscais Estaduais "," 5311 "," 2258 "
2.01.03.03," Obrigações Fiscais Municipais "," 45 "," 55 "
2.01.04," Empréstimos e Financiamentos "," 618904 "," 178673 "
2.01.04.01," Empréstimos e Financiamentos "," 618904 "," 178673 "
2.01.04.01.01," Em Moeda Nacional "," 43572 "," 8684 "
2.01.04.01.02," Em Moeda Estrangeira "," 575332 "," 169989 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 140158 "," 103504 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 140158 "," 103504 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," 68002 "," 0 "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Instrumentos Financeiros Derivativos "," "," "
2.01.05.02.05," Saques Cambiais "," "," "
2.01.05.02.06," Arrendamentos "," 2098 "," 0 "
2.01.05.02.08," Adiantamento de Recebíveis "," "," "
2.01.05.02.09," Adiantamento de Clientes "," 41181 "," 49062 "
2.01.05.02.10," Passivo de Ativos Não-Correntes a Venda "," 5830 "," 27297 "
2.01.05.02.11," Outras Obrigações "," 23047 "," 27145 "
2.01.06," Provisões "," 53641 "," 55534 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 41731 "," 40983 "
2.01.06.01.01," Provisões Fiscais "," 27689 "," 27689 "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," 8776 "," 8770 "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," 5266 "," 4524 "
2.01.06.02," Outras Provisões "," 11910 "," 14551 "
2.01.06.02.01," Provisões para Garantias "," 11910 "," 14551 "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 216772 "," 843031 "
2.02.01," Empréstimos e Financiamentos "," 74407 "," 688007 "
2.02.01.01," Empréstimos e Financiamentos "," 74407 "," 688007 "
2.02.01.01.01," Em Moeda Nacional "," 0 "," 74270 "
2.02.01.01.02," Em Moeda Estrangeira "," 74407 "," 613737 "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 64169 "," 78652 "
2.02.02.01," Passivos com Partes Relacionadas "," 1651 "," 0 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," 1651 "," 0 "
2.02.02.02," Outros "," 62518 "," 78652 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.04," Impostos a Recolher "," 23583 "," 31195 "
2.02.02.02.05," Outras Obrigações "," 32200 "," 46891 "
2.02.02.02.06," Fornecedores "," 0 "," 566 "
2.02.02.02.07," Arrendamentos "," 6735 "," 0 "
2.02.03," Tributos Diferidos "," 16469 "," 10291 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 16469 "," 10291 "
2.02.04," Provisões "," 61727 "," 66081 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 55191 "," 59512 "
2.02.04.01.01," Provisões Fiscais "," 2641 "," 0 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 37563 "," 44767 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 14987 "," 14745 "
2.02.04.02," Outras Provisões "," 6536 "," 6569 "
2.02.04.02.01," Provisões para Garantias "," 6536 "," 6569 "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 757047 "," 42269 "
2.03.01," Capital Social Realizado "," 308191 "," 560287 "
2.03.02," Reservas de Capital "," -27281 "," -31116 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," 9880 "," 9880 "
2.03.02.04," Opções Outorgadas "," 5423 "," 0 "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.09," Transações de Capital "," -42584 "," -40996 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 233936 "," 0 "
2.03.04.01," Reserva Legal "," 15065 "," 0 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 92587 "," 0 "
2.03.04.08," Dividendo Adicional Proposto "," 126284 "," 0 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," 0 "," -704720 "
2.03.06," Ajustes de Avaliação Patrimonial "," 45225 "," 45857 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 196976 "," 171961 "
2.03.08.01," Ajustes Acumulados de Conversão "," 196976 "," 171961 "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
