Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1131263 "," 915097 "," 1257364 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -108365 "," -112807 "," -131252 "
3.03," Resultado Bruto "," 1022898 "," 802290 "," 1126112 "
3.04," Despesas/Receitas Operacionais "," -459102 "," -1075750 "," 841920 "
3.04.01," Despesas com Vendas "," -116029 "," -132492 "," -46927 "
3.04.02," Despesas Gerais e Administrativas "," -226370 "," -138510 "," -166621 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 913656 "
3.04.04.01," Ganho com valor justo de propriedades para investimento "," 0 "," 0 "," 858639 "
3.04.04.02," Outras Receitas Operacionais "," 0 "," 0 "," 55017 "
3.04.05," Outras Despesas Operacionais "," -77008 "," -747624 "," 0 "
3.04.05.01," Perda com valor justo de propriedades para investimento "," -73057 "," -723977 "," 0 "
3.04.05.02," Outras receitas/despesas operacionais "," -3951 "," -23647 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," -39695 "," -57124 "," 141812 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 563796 "," -273460 "," 1968032 "
3.06," Resultado Financeiro "," -277233 "," -208922 "," -208674 "
3.06.01," Receitas Financeiras "," 101188 "," 42891 "," 80452 "
3.06.02," Despesas Financeiras "," -378421 "," -251813 "," -289126 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 286563 "," -482382 "," 1759358 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -74513 "," 146273 "," -376582 "
3.08.01," Corrente "," -59174 "," -42028 "," -68930 "
3.08.02," Diferido "," -15339 "," 188301 "," -307652 "
3.09," Resultado Líquido das Operações Continuadas "," 212050 "," -336109 "," 1382776 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 212050 "," -336109 "," 1382776 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 186965 "," -293879 "," 1246405 "
3.11.02," Atribuído a Sócios Não Controladores "," 25085 "," -42230 "," 136371 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
