Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 3082318 "," 2841904 "
1.01," Ativo Circulante "," 1611991 "," 1446975 "
1.01.01," Caixa e Equivalentes de Caixa "," 363599 "," 443243 "
1.01.02," Aplicações Financeiras "," 59 "," 19637 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," 59 "," 19637 "
1.01.02.03.01," Aplicações Financeiras "," 59 "," 19637 "
1.01.03," Contas a Receber "," 296275 "," 309706 "
1.01.03.01," Clientes "," 268005 "," 289193 "
1.01.03.02," Outras Contas a Receber "," 28270 "," 20513 "
1.01.04," Estoques "," 825226 "," 494103 "
1.01.04.01," Matérias Prima "," 196067 "," 104936 "
1.01.04.02," Produtos em Elaboração "," 48401 "," 29715 "
1.01.04.03," Produtos Prontos "," 472604 "," 253911 "
1.01.04.04," Materiais Auxiliares e de Manutenção "," 22233 "," 16844 "
1.01.04.05," Adiantamento a Fornecedores "," 18352 "," 10891 "
1.01.04.06," Importação em Andamento "," 77760 "," 94392 "
1.01.04.07," Provisão para Perdas com Estoque "," -18650 "," -22495 "
1.01.04.08," Ajuste Correção Monetária "," 8459 "," 5909 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 123454 "," 171970 "
1.01.06.01," Tributos Correntes a Recuperar "," 123454 "," 171970 "
1.01.06.01.01," Impostos e Contribuições a Recuperar "," 123454 "," 171970 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 3378 "," 8316 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 3378 "," 8316 "
1.01.08.03.01," Instrumentos Financeiros Derivativos "," 3378 "," 8316 "
1.02," Ativo Não Circulante "," 1470327 "," 1394929 "
1.02.01," Ativo Realizável a Longo Prazo "," 120116 "," 151556 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," 31922 "," 68740 "
1.02.01.04," Contas a Receber "," 10812 "," 5433 "
1.02.01.04.01," Clientes "," "," "
1.02.01.04.02," Outras Contas a Receber "," 10812 "," 5433 "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 2906 "," 0 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," "," "
1.02.01.07.02," Imposto Diferido "," 2906 "," 0 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 74476 "," 77383 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depósitos Judiciais "," 22716 "," 22005 "
1.02.01.10.04," Impostos e Contribuições a Recuperar "," 51760 "," 54988 "
1.02.01.10.05," Plano de Aposentadoria e Pensão "," 0 "," 390 "
1.02.02," Investimentos "," 28792 "," 1412 "
1.02.02.01," Participações Societárias "," 27581 "," 140 "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," 27581 "," 140 "
1.02.02.02," Propriedades para Investimento "," 1211 "," 1272 "
1.02.03," Imobilizado "," 822660 "," 735983 "
1.02.03.01," Imobilizado em Operação "," 660834 "," 594682 "
1.02.03.02," Direito de Uso em Arrendamento "," 161826 "," 141301 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 498759 "," 505978 "
1.02.04.01," Intangíveis "," 498759 "," 505978 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Intangível "," 498759 "," 505978 "
1.02.04.01.03," Ágio "," "," "
1.02.04.02," Goodwill "," "," "
