Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 11685440 "," 11186013 "," 11353842 "
3.01.01," Receita Operacional bruta "," 13125170 "," 12273441 "," 12504436 "
3.01.02," Impostos sobre serviços "," -1439730 "," -1087428 "," -1150594 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8287260 "," -8071148 "," -7272480 "
3.03," Resultado Bruto "," 3398180 "," 3114865 "," 4081362 "
3.04," Despesas/Receitas Operacionais "," -3294384 "," -3259348 "," -2154352 "
3.04.01," Despesas com Vendas "," -235258 "," -373416 "," -544988 "
3.04.02," Despesas Gerais e Administrativas "," -1267637 "," -1277603 "," -1142299 "
3.04.02.01," Pessoal "," -885169 "," -772533 "," -716827 "
3.04.02.02," Gerais e Administrativas "," -382468 "," -505070 "," -425472 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -1792097 "," -1606082 "," -476271 "
3.04.06," Resultado de Equivalência Patrimonial "," 608 "," -2247 "," 9206 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 103796 "," -144483 "," 1927010 "
3.06," Resultado Financeiro "," -78003 "," 116367 "," 560260 "
3.06.01," Receitas Financeiras "," 730484 "," 633393 "," 1307557 "
3.06.01.01," Receitas Financeiras "," 324415 "," 160639 "," 181670 "
3.06.01.02," Resultado com aquisição de recebíveis e FIDC "," 406582 "," 502672 "," 1123014 "
3.06.01.03," Ganho / (perda) de variação cambial, líquida "," -513 "," -29918 "," 2873 "
3.06.02," Despesas Financeiras "," -808487 "," -517026 "," -747297 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 25793 "," -28116 "," 2487270 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -342832 "," -319222 "," -730532 "
3.08.01," Corrente "," -479295 "," -397643 "," -772343 "
3.08.02," Diferido "," 136463 "," 78421 "," 41811 "
3.09," Resultado Líquido das Operações Continuadas "," -317039 "," -347338 "," 1756738 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -317039 "," -347338 "," 1756738 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -505074 "," -488505 "," 1551007 "
3.11.02," Atribuído a Sócios Não Controladores "," 188035 "," 141167 "," 205731 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.18645 "," -0.12817 "," -0.64759 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.18562 "," -0.12778 "," -0.64664 "
