Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2753287 "," 2238127 "," 2867990 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1034605 "," -913957 "," -1082869 "
3.03," Resultado Bruto "," 1718682 "," 1324170 "," 1785121 "
3.04," Despesas/Receitas Operacionais "," -1891318 "," -1711335 "," -1660691 "
3.04.01," Despesas com Vendas "," -1693769 "," -1531876 "," -1518274 "
3.04.02," Despesas Gerais e Administrativas "," -197549 "," -179459 "," -142417 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -172636 "," -387165 "," 124430 "
3.06," Resultado Financeiro "," -97962 "," -44251 "," -70664 "
3.06.01," Receitas Financeiras "," 43599 "," 70424 "," 22617 "
3.06.02," Despesas Financeiras "," -141561 "," -114675 "," -93281 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -270598 "," -431416 "," 53766 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -3243 "," -14191 "," -5223 "
3.08.01," Corrente "," 0 "," 0 "," -9262 "
3.08.02," Diferido "," -3243 "," -14191 "," 4039 "
3.09," Resultado Líquido das Operações Continuadas "," -273841 "," -445607 "," 48543 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -273841 "," -445607 "," 48543 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -273841 "," -445607 "," 48543 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.99893 "," -1.91607 "," 0.21420 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.99893 "," -1.91607 "," 0.21393 "
