Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2465852 "," 2465852 "," 2465852 "
3.01.01," Receitas da Atividade "," 2465852 "," 2465852 "," 2465852 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2465852 "," -2465852 "," -2465852 "
3.02.01," Custos da Atividade "," -2465852 "," -2465852 "," -2465852 "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -198730 "," -188434 "," -185513 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -198730 "," -188434 "," -185513 "
3.04.02.01," Despesas Gerais e Administrativas "," -198730 "," -188434 "," -185513 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -198730 "," -188434 "," -185513 "
3.06," Resultado Financeiro "," "," "," "
3.06.01," Receitas Financeiras "," "," "," "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -198730 "," -188434 "," -185513 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -198730 "," -188434 "," -185513 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -198730 "," -188434 "," -185513 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.08380 "," -0.10300 "," -0.10140 "
3.99.02," Lucro Diluído por Ação "," "," "," "
