Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 179843 "," 46440 "," 42911 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 179843 "," 46440 "," 42911 "
3.04," Despesas/Receitas Operacionais "," -89806 "," -10073 "," -8690 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," "," "," "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 565 "," 189 "," 185 "
3.04.05," Outras Despesas Operacionais "," -90371 "," -10262 "," -8875 "
3.04.05.01," Despesas de pessoal "," -58566 "," -8278 "," -7107 "
3.04.05.02," Despesas administrativas "," -27906 "," -1065 "," -1165 "
3.04.05.03," Provisão para perdas ao valor recuperável "," -2169 "," -777 "," -362 "
3.04.05.04," Perda de créditos não recuperados "," -1730 "," -142 "," -241 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 90037 "," 36367 "," 34221 "
3.06," Resultado Financeiro "," 3995 "," 66 "," 346 "
3.06.01," Receitas Financeiras "," 4616 "," 137 "," 388 "
3.06.02," Despesas Financeiras "," -621 "," -71 "," -42 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 94032 "," 36433 "," 34567 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 30468 "," -5518 "," -5198 "
3.08.01," Corrente "," 30468 "," -5518 "," -5198 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 124500 "," 30915 "," 29369 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 124500 "," 30915 "," 29369 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 64410 "," 30915 "," 29369 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.20484 "," 2.19582 "," 0.00626 "
3.99.01.02," PN "," 0.20484 "," 2.19582 "," 0.00626 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.20484 "," 2.19582 "," 0.00626 "
3.99.02.02," PN "," 0.20484 "," 2.19582 "," 0.00626 "
