Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 14402343 "," 12814136 "
1.01," Ativo Circulante "," 2688041 "," 3245351 "
1.01.01," Caixa e Equivalentes de Caixa "," 486258 "," 662830 "
1.01.02," Aplicações Financeiras "," 291363 "," 984112 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 291363 "," 984112 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.01.03," Aplicações FInanceiras "," 291363 "," 984112 "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 850683 "," 739699 "
1.01.03.01," Clientes "," 850683 "," 739699 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," 269585 "," 195638 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 176391 "," 186955 "
1.01.06.01," Tributos Correntes a Recuperar "," 176391 "," 186955 "
1.01.06.01.01," Impostos a recuperar "," 176391 "," 186955 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 613761 "," 476117 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 613761 "," 476117 "
1.01.08.03.01," Depósitos "," 191184 "," 0 "
1.01.08.03.02," Depósitos "," "," "
1.01.08.03.03," Outros Créditos e valores "," 147299 "," 144822 "
1.01.08.03.04," Direitos com Operações de Derivativos "," 4936 "," 12526 "
1.01.08.03.05," Adiantamento a fornecedores e terceiros "," 270342 "," 318769 "
1.02," Ativo Não Circulante "," 11714302 "," 9568785 "
1.02.01," Ativo Realizável a Longo Prazo "," 2215923 "," 2860574 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," "," "
1.02.01.04.01," Clientes "," "," "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 75799 "," 53563 "
1.02.01.07.01," Impostos Diferidos "," 75799 "," 53563 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 2140124 "," 2807011 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Aplicações Financeiras "," 82326 "," 189830 "
1.02.01.10.04," Depósitos "," 1757842 "," 2058455 "
1.02.01.10.05," Outros Créditos e Valores "," 41718 "," 34338 "
1.02.01.10.06," Direitos com operações de derivativos "," 109124 "," 116283 "
1.02.01.10.07," Impostos e contribuições a recuperar "," 72976 "," 318404 "
1.02.01.10.08," Adiantamento a fornecedores e terceiros "," 76138 "," 89701 "
1.02.02," Investimentos "," 0 "," 815 "
1.02.02.01," Participações Societárias "," 0 "," 815 "
1.02.02.01.01," Participações em Coligadas "," 0 "," 815 "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 7675170 "," 4960288 "
1.02.03.01," Imobilizado em Operação "," 7675170 "," 4960288 "
1.02.03.02," Direito de Uso em Arrendamento "," "," "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 1823209 "," 1747108 "
1.02.04.01," Intangíveis "," 1823209 "," 1747108 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.01.02," Intangível "," 1823209 "," 1747108 "
1.02.04.02," Goodwill "," "," "
