Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 358938 "," 325191 "," 299113 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -78991 "," -139082 "," -150339 "
3.02.01," Energia elétrica comprada "," 0 "," 0 "," -49258 "
3.02.02," Encargos de uso do sistema de conexão e transmissão, e taxa de fiscalização "," 0 "," 0 "," -15275 "
3.02.03," Custo de operação "," 0 "," 0 "," -85806 "
3.02.04," Custo de serviço de energia elétrica "," -78991 "," -139082 "," 0 "
3.03," Resultado Bruto "," 279947 "," 186109 "," 148774 "
3.04," Despesas/Receitas Operacionais "," -29217 "," -17294 "," -10588 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -29217 "," -17294 "," -10588 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 250730 "," 168815 "," 138186 "
3.06," Resultado Financeiro "," -100504 "," -59979 "," -68727 "
3.06.01," Receitas Financeiras "," 9136 "," 13540 "," -80364 "
3.06.02," Despesas Financeiras "," -109640 "," -73519 "," 11637 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 150226 "," 108836 "," 69459 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -16132 "," -17017 "," -9142 "
3.08.01," Corrente "," -16132 "," -17017 "," -9142 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 134094 "," 91819 "," 60317 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 134094 "," 91819 "," 60317 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 123152 "," 85587 "," 60317 "
3.11.02," Atribuído a Sócios Não Controladores "," 10942 "," 6232 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.37000 "," 0.24000 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.37000 "," 0.24000 "," 0.00000 "
