Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 18932354 "," 13291763 "
2.01," Passivo Circulante "," 6399466 "," 4748871 "
2.01.01," Obrigações Sociais e Trabalhistas "," 55157 "," 46979 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 55157 "," 46979 "
2.01.01.02.01," Salários, provisões e encargos sociais "," 55157 "," 46979 "
2.01.02," Fornecedores "," 0 "," 1381668 "
2.01.02.01," Fornecedores Nacionais "," 1738354 "," 1381668 "
2.01.02.01.01," Fornecedores e outras contas a pagar "," 1738354 "," 1381668 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 192098 "," 215533 "
2.01.03.01," Obrigações Fiscais Federais "," 39079 "," 90241 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 0 "," 12930 "
2.01.03.01.02," Obrigações Fiscais Federais "," 39079 "," 77311 "
2.01.03.02," Obrigações Fiscais Estaduais "," 142135 "," 114152 "
2.01.03.03," Obrigações Fiscais Municipais "," 10884 "," 11140 "
2.01.04," Empréstimos e Financiamentos "," 3315118 "," 2471135 "
2.01.04.01," Empréstimos e Financiamentos "," 3315118 "," 2471135 "
2.01.04.01.01," Em Moeda Nacional "," 3036225 "," 2297055 "
2.01.04.01.02," Em Moeda Estrangeira "," 278893 "," 174080 "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 1098739 "," 633556 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.02," Débitos com Controladas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 1098739 "," 633556 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.06," Encargos Setoriais "," 151053 "," 183285 "
2.01.05.02.08," Outros passivos "," 337686 "," 154665 "
2.01.05.02.09," Passivos financeiros setoriais "," 0 "," 289519 "
2.01.05.02.10," PIS/COFINS a serem restituídos a consumidores "," 565244 "," 0 "
2.01.05.02.11," Obrigações com Benefícios pós-emprego "," "," "
2.01.05.02.13," Obrigações com arrendamento "," 13909 "," 5974 "
2.01.05.02.14," Instrumento financeiro derivativo - swap "," 30847 "," 113 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 6621429 "," 2545309 "
2.02.01," Empréstimos e Financiamentos "," 2352407 "," 451525 "
2.02.01.01," Empréstimos e Financiamentos "," 2352407 "," 451525 "
2.02.01.01.01," Em Moeda Nacional "," 1106113 "," 199588 "
2.02.01.01.02," Em Moeda Estrangeira "," 1246294 "," 251937 "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 3097337 "," 958162 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.02," Débitos com Controladas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 3097337 "," 958162 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Fornecedores e outras contas a pagar "," 406086 "," 522110 "
