Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," "," "," "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," "," "," "
3.04," Despesas/Receitas Operacionais "," -1359818 "," -333390 "," -1534412 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1359818 "," -333390 "," -1184412 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," 0 "," 0 "," -350000 "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -1359818 "," -333390 "," -1534412 "
3.06," Resultado Financeiro "," -227964 "," -64424 "," -189925 "
3.06.01," Receitas Financeiras "," 0 "," 27 "," 25 "
3.06.02," Despesas Financeiras "," -227964 "," -64451 "," -189950 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -1587782 "," -397814 "," -1724337 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -1587782 "," -397814 "," -1724337 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -1587782 "," -397814 "," -1724337 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -11.08453 "," -2.77720 "," -12.03784 "
3.99.01.02," ON "," -11.08453 "," -2.77720 "," -12.03784 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -11.08453 "," -2.77720 "," -12.03784 "
