Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 9883385 "," 8554961 "," 5634383 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -6817459 "," -5208978 "," -3400425 "
3.03," Resultado Bruto "," 3065926 "," 3345983 "," 2233958 "
3.04," Despesas/Receitas Operacionais "," -2522656 "," -2078846 "," -1200482 "
3.04.01," Despesas com Vendas "," -725508 "," -670720 "," -519727 "
3.04.02," Despesas Gerais e Administrativas "," -1828253 "," -1413519 "," -676080 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 31104 "," 5393 "," -4675 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 543270 "," 1267137 "," 1033476 "
3.06," Resultado Financeiro "," -50394 "," -134479 "," 95995 "
3.06.01," Receitas Financeiras "," 307611 "," 152223 "," 310580 "
3.06.02," Despesas Financeiras "," -358005 "," -286702 "," -214585 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 492876 "," 1132658 "," 1129471 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 7460 "," -347359 "," -277625 "
3.08.01," Corrente "," -323308 "," -597283 "," -362818 "
3.08.02," Diferido "," 330768 "," 249924 "," 85193 "
3.09," Resultado Líquido das Operações Continuadas "," 500336 "," 785299 "," 851846 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 500336 "," 785299 "," 851846 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 497795 "," 783464 "," 849825 "
3.11.02," Atribuído a Sócios Não Controladores "," 2541 "," 1835 "," 2021 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.13000 "," 0.21000 "," 0.22000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.13000 "," 0.21000 "," 0.22000 "
