Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 49537535 "," 46784664 "
2.01," Passivo Circulante "," 7979993 "," 9654392 "
2.01.01," Obrigações Sociais e Trabalhistas "," 604810 "," 684046 "
2.01.01.01," Obrigações Sociais "," 64037 "," 72490 "
2.01.01.02," Obrigações Trabalhistas "," 540773 "," 611556 "
2.01.02," Fornecedores "," 2585735 "," 2291307 "
2.01.02.01," Fornecedores Nacionais "," 2585735 "," 2291307 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 504879 "," 1172439 "
2.01.03.01," Obrigações Fiscais Federais "," 209192 "," 967283 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 63946 "," 681831 "
2.01.03.01.02," Outras Obrigações Fiscais Federais "," 145246 "," 285452 "
2.01.03.02," Obrigações Fiscais Estaduais "," 290627 "," 201138 "
2.01.03.03," Obrigações Fiscais Municipais "," 5060 "," 4018 "
2.01.04," Empréstimos e Financiamentos "," 2724255 "," 2599088 "
2.01.04.01," Empréstimos e Financiamentos "," 579770 "," 717677 "
2.01.04.01.01," Em Moeda Nacional "," 578469 "," 716345 "
2.01.04.01.02," Em Moeda Estrangeira "," 1301 "," 1332 "
2.01.04.02," Debêntures "," 2144485 "," 1881411 "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 1560314 "," 2151107 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 1560314 "," 2151107 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 330947 "," 991887 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Benefícios Pós-Emprego "," 68836 "," 69231 "
2.01.05.02.05," Encargos setoriais a recolher "," 198386 "," 33712 "
2.01.05.02.06," Pesquisa e Desenvolvimento e Eficiência Energética "," 292495 "," 380186 "
2.01.05.02.07," Contas a Pagar Vinculadas a Concessão - Uso do Bem Público "," 104963 "," 88951 "
2.01.05.02.08," Passivos financeiros setoriais "," 139770 "," 188709 "
2.01.05.02.09," Passivo de arrendamentos "," 47240 "," 41193 "
2.01.05.02.10," Outras Contas a Pagar "," 370383 "," 235400 "
2.01.05.02.11," PIS e Cofins a restituir para consumidores "," 7294 "," 121838 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," 0 "," 756405 "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," 0 "," 756405 "
2.02," Passivo Não Circulante "," 19382307 "," 16879754 "
2.02.01," Empréstimos e Financiamentos "," 9101806 "," 7346924 "
2.02.01.01," Empréstimos e Financiamentos "," 3098674 "," 2470854 "
2.02.01.01.01," Em Moeda Nacional "," 2949403 "," 2331849 "
2.02.01.01.02," Em Moeda Estrangeira "," 149271 "," 139005 "
2.02.01.02," Debêntures "," 6003132 "," 4876070 "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 7318308 "," 7492788 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 7318308 "," 7492788 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Fornecedores "," 125249 "," 145145 "
2.02.02.02.04," Obrigações Fiscais "," 594810 "," 622483 "
2.02.02.02.05," Benefícios Pós-Emprego "," 1226338 "," 1424383 "
2.02.02.02.06," Pesquisa e Desenvolvimento e Eficiência Energética "," 334602 "," 284825 "
2.02.02.02.07," Contas a Pagar Vinculadas a Concessão - Uso do Bem Público "," 798996 "," 642913 "
2.02.02.02.08," Passivos financeiros setoriais "," 153409 "," 0 "
2.02.02.02.09," Passivo de arrendamentos "," 165494 "," 97168 "
2.02.02.02.10," Outras Contas a Pagar "," 599909 "," 469886 "
2.02.02.02.11," PIS e Cofins a restituir para consumidores "," 3319501 "," 3805985 "
2.02.03," Tributos Diferidos "," 1364828 "," 484338 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1364828 "," 484338 "
2.02.04," Provisões "," 1597365 "," 1555704 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 1488308 "," 1459831 "
2.02.04.01.01," Provisões Fiscais "," 181115 "," 173873 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 569756 "," 596248 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 37148 "," 52401 "
2.02.04.01.04," Provisões Cíveis "," 700289 "," 637309 "
2.02.04.02," Outras Provisões "," 109057 "," 95873 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," 5902 "," 7174 "
2.02.04.02.04," Provisões para Passivos Regulatórios "," 103155 "," 88699 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 22175235 "," 20250518 "
2.03.01," Capital Social Realizado "," 10800000 "," 10800000 "
2.03.02," Reservas de Capital "," "," "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 10610854 "," 8805762 "
2.03.04.01," Reserva Legal "," 1457087 "," 1209458 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 7785092 "," 6088855 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," 1368675 "," 1507449 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," 426170 "," 353349 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 338211 "," 291407 "
