Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3426242 "," 2198696 "," 0 "
3.01.01," Receita Operacional líquida "," 3426242 "," 2198696 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1239493 "," -1029095 "," 0 "
3.02.01," Custo de Geração de energia elétrica "," -479939 "," -339928 "," 0 "
3.02.02," Depreciação e amortização "," -493531 "," -440352 "," 0 "
3.02.03," Outros custos com operação "," -266023 "," -248815 "," 0 "
3.02.04," Custo do Serviço Prestado a Terceiros "," "," "," "
3.03," Resultado Bruto "," 2186749 "," 1169601 "," 0 "
3.04," Despesas/Receitas Operacionais "," -425803 "," -304956 "," 0 "
3.04.01," Despesas com Vendas "," -353 "," -61 "," 0 "
3.04.01.01," Depreciação e amortização "," "," "," "
3.04.01.02," Provisão para créditos de liquidação duvidosa "," -353 "," -27 "," 0 "
3.04.01.03," Outras despesas com vendas "," 0 "," -34 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -225178 "," -141100 "," 0 "
3.04.02.01," Depreciação e amortização "," -9370 "," 2213 "," 0 "
3.04.02.02," Outras despesas gerais e administrativas "," -215808 "," -143313 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -209929 "," -209152 "," 0 "
3.04.05.01," Remuneração dos administradores "," "," "," "
3.04.05.02," Amortização do direito de exploração "," 0 "," -161006 "," 0 "
3.04.05.03," Outras despesas operacionais "," -209929 "," -48146 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 9657 "," 45357 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1760946 "," 864645 "," 0 "
3.06," Resultado Financeiro "," -242046 "," -300403 "," 0 "
3.06.01," Receitas Financeiras "," 77018 "," 98805 "," 0 "
3.06.02," Despesas Financeiras "," -319064 "," -399208 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1518900 "," 564242 "," 0 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -33482 "," 241764 "," 0 "
3.08.01," Corrente "," -306865 "," 57517 "," 0 "
3.08.02," Diferido "," 273383 "," 184247 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 1485418 "," 806006 "," 0 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1485418 "," 806006 "," 0 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1463196 "," 792496 "," 0 "
3.11.02," Atribuído a Sócios Não Controladores "," 22222 "," 13510 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 2.46420 "," 1.45287 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 2.46420 "," 1.45287 "," 0.00000 "
